ID_COMPRA;NUMERO_UASG;NUMERO_COMPRA;ANO_COMPRA;OBJETO;CHAVE_COMPRA_PNCP;ID_ITEM;numero_item;descricao;descricao_detalhada;unidade_fornecimento;valor_estimado;quantidade_solicitada;orcamento_sigiloso;codigo_item_catalogo;tipo_item_catalogo
678893;456546;100;2026;Medicamentos de Controle Especial (Port. 344/98);0829318500018110000242026;7472552;11;Fenobarbital Sódico;dosagem: 100, forma farmacêutica: solução injetável FENOBARBITAL 100 MG/ML SOLUÇÃO INJETÁVEL 2 ML;Ampola;3.89;50;S;300725;M
683418;983677;3;2026;AQUISIÇÃO PARA O FORNECIMENTO PARCELADO E CONTÍNUO DE MEDICAMENTOS, PARA ATENDER ÀS NECESSIDADES DAS SEGUINTES UNIDADES DE SAÚDE DO MUNICÍPIO DE LAJE.;1382549200010410000862026;7548909;81;Dipirona Sódica;Dipirona Sódica, Dosagem:500 MG/ML, Apresentação:Solução Injetável Itens Hospitalares;Ampola;0.65;25000;N;268252;M
683015;155906;7;2026;Aquisição de Medicamentos Cardiovasculares, Antiinflamatórios, Anestésicos, SNC e contraste por meio de Registro de Preços, a fim de atender às necessidades da Maternidade Climério de Oliveira (MCO/ UFBA), do Hospital Universitário Prof. Alberto Antunes (HUPAA-UFAL) e do Hospital Universitário Prof. Edgard Santos (HUPES/UFBA), integrantes da Rede HU Brasil, pelo período de 12 (doze) meses.;1512643700030510026252026;7540397;41;Dipirona Sódica;"dosagem: 500 ";Comprimido;0.14;150500;S;267203;M
683418;983677;3;2026;AQUISIÇÃO PARA O FORNECIMENTO PARCELADO E CONTÍNUO DE MEDICAMENTOS, PARA ATENDER ÀS NECESSIDADES DAS SEGUINTES UNIDADES DE SAÚDE DO MUNICÍPIO DE LAJE.;1382549200010410000862026;7548837;9;Diazepam;Diazepam, Dosagem:5 MG Itens Hospitalares;Comprimido;0.07;25000;N;267195;M
683524;451164;35;2026;Medicamentos (mat. farmacológico);8025735500010810003342026;7550298;3;Clorpromazina;"dosagem: 25 mg ";Comprimido;0.34;650;N;267635;M
683015;155906;7;2026;Aquisição de Medicamentos Cardiovasculares, Antiinflamatórios, Anestésicos, SNC e contraste por meio de Registro de Preços, a fim de atender às necessidades da Maternidade Climério de Oliveira (MCO/ UFBA), do Hospital Universitário Prof. Alberto Antunes (HUPAA-UFAL) e do Hospital Universitário Prof. Edgard Santos (HUPES/UFBA), integrantes da Rede HU Brasil, pelo período de 12 (doze) meses.;1512643700030510026252026;7540376;20;Clorpromazina;Clorpromazina, Concentração:40 MG/ML, Forma Farmaceutica:Solução Oral - Gotas 40 mg/mL (4%) solução oral;Frasco;7.42;106;S;340207;M
682633;987777;30;2026;"Registro de preços para Contratação de empresa especializada no fornecimento de medicamentos para a aquisição e manutenção do atendimento aos usuários dos diversos serviços de saúde realizados pela Secretaria Municipal de Saúde. ";7617588400018710003092026;7533491;25;Clorpromazina;concentração: 40, forma farmaceutica: solução oral - gotas Clorpromazina 40 MG/ML. Solução Oral gotas;Frasco;8.93;1000;N;340207;M
682822;458403;5;2026;Registro de preços visando a aquisição compartilhada de medicamentos para o atendimento das demandas do Consórcio Intermunicipal de Saúde do Sudoeste (CONSUD) e de seus 27 (vinte e sete) municípios consorciados.;0033367800019610000222026;7538284;331;Levomepromazina;Levomepromazina, Dosagem:40 MG/ML, Apresentação:Solução Oral Medicamentos compartilhados;Frasco;18.96;15801;S;268130;M
682465;988841;61;2026;RP - Medicamentos;8848836600010010002542026;7531718;105;Dipirona Sódica;dosagem: 500 Cota reservada ME/EPP;Comprimido;0.12;20000;N;267203;M
682943;90157;354;2026;aquisição de medicamentos;4637450000019410055512026;7539421;4;Diazepam;"dosagem: 10 ";Comprimido;0.19;1000;S;267197;M
682822;458403;5;2026;Registro de preços visando a aquisição compartilhada de medicamentos para o atendimento das demandas do Consórcio Intermunicipal de Saúde do Sudoeste (CONSUD) e de seus 27 (vinte e sete) municípios consorciados.;0033367800019610000222026;7538140;187;Clorpromazina;Clorpromazina, Dosagem:5 MG/ML, Apresentação:Solução Injetável Medicamentos compartilhados;Ampola;3.72;3501;S;268069;M
678537;981645;90020;2026;"Contratação de Pessoa Jurídica visando o fornecimento de medicamentos psicotrópicos em atendimento as necessidades da Secretaria Municipal de Saúde do Município de Caraúbas/RN. ";0834910200012910000992026;7467043;23;Clorpromazina;Clorpromazina Concentração: 40 MG/ML, Forma Farmaceutica: Solução Oral - Gotas;Frasco 20,00 ML;9.60;200;N;340207;M
678609;135017;3;2026;Registro de preços para aquisição futura de adubos, fitossanitários, alimentos para animais e materiais e medicamentos de uso veterinário.;0034800300011010004752026;7483417;33;Dipirona Sódica;concentração: 500, forma física: solução injetável, uso: uso veterinário Devido a inconsistências nos CATMATs, a descrição completa do item  encontra-se no Anexo I - Termo de Referência do Edital. Pedimos que seja observada atentamente, visando a formalização da Proposta mais vantajosa para a Administração.;Frasco;12.86;50;S;409123;M
678609;135017;3;2026;Registro de preços para aquisição futura de adubos, fitossanitários, alimentos para animais e materiais e medicamentos de uso veterinário.;0034800300011010004752026;7483482;98;Vacina;tipo: inativada, composição: vírus da influenza eqüina (cepas variadas), outros componentes: vírus encefalomielite eqüina (leste e oeste), componentes adicionais: herpes vírus equino (tipo 1 e 4), toxoide tetânico, forma farmacêutica: suspensão injetável, aplicação*: uso veterinário Devido a inconsistências nos CATMATs, a descrição completa do item  encontra-se no Anexo I - Termo de Referência do Edital. Pedimos que seja observada atentamente, visando a formalização da Proposta mais vantajosa para a Administração.;Doses;82.26;80;S;462470;M
682822;458403;5;2026;Registro de preços visando a aquisição compartilhada de medicamentos para o atendimento das demandas do Consórcio Intermunicipal de Saúde do Sudoeste (CONSUD) e de seus 27 (vinte e sete) municípios consorciados.;0033367800019610000222026;7538258;305;Clorpromazina;Clorpromazina, Concentração:40 MG/ML, Forma Farmaceutica:Solução Oral - Gotas Medicamentos compartilhados;Frasco;12.46;951;S;340207;M
682385;156654;42;2026;MEDICAMENTOS SÓLIDOS E LIQUIDOS - PARTE I. Pregão 42/2026. Unidade Gestora: 156654. Itens licitados 72.  Entrega das Propostas: a partir de 09/07/2026 às 08h00 no site www.gov.br/compras. Abertura das Propostas: 22/07/2026 às 08h30 no site www.gov.br/compras;1512643700030510025012026;7530367;34;Clorpromazina;"concentração: 40, forma farmaceutica: solução oral - gotas ";Frasco;7.49;200;S;340207;M
681577;90203;259;2026;AQUISIÇÃO DE MEDICAMENTOS FRACASSADOS E DE USO NA UCP;4637450000019410054542026;7515944;6;Clorpromazina;"dosagem: 5, apresentação: solução injetável ";Ampola;7.89;125;S;268069;M
681532;926873;90003;2026;"Registro de preços para futura e eventual aquisição de medicamentos para tratamento dos sintomas das arboviroses, tendo como principais a dengue, chikungunya, Zika e febre do Oropouche, bem como testes rápidos para diagnóstico de dengue, chikungunya e Zika em apoio aos entes integrantes do Consórcio Interestadual de Desenvolvimento do Brasil Central - BrC ";2379116900010210000062026;7515427;8;Dipirona Sódica;Dipirona Sódica Dosagem: 500MG/ML, Apresentação: Solução Injetável;Ampola 2,00 ML;0.47;3539165;S;268252;M
681808;984305;51;2026;Registrar preços para futura e eventual contratação de empresa especializada em fornecimento de medicamentos para a Farmácia Básica, em atendimento às demandas da Secretaria Municipal de Saúde de Cataguases – MG.;1770249900026210000832026;7519271;43;Clorpromazina;"dosagem: 100 ";Comprimido;0.84;100000;N;267638;M
681935;70014;105;2026;"Aquisição de medicamentos ambulatoriais ";0594074000012110001722026;7521039;12;Dipirona Sódica;composição: associada à cafeína e isometepteno, concentração: 300mg + 30mg + 30mg Associação: Mucato de Isometepteno 30mg, Dipirona Sódica 300mg, Cafeína Anidra 30mg Nome comercial de referência: Neosaldina. Laboratório fabricante de referência: Nycomed;Comprimido;1.07;100;N;270633;M
683418;983677;3;2026;AQUISIÇÃO PARA O FORNECIMENTO PARCELADO E CONTÍNUO DE MEDICAMENTOS, PARA ATENDER ÀS NECESSIDADES DAS SEGUINTES UNIDADES DE SAÚDE DO MUNICÍPIO DE LAJE.;1382549200010410000862026;7548838;10;Diazepam;Diazepam, Dosagem:10 MG Itens Hospitalares;Comprimido;0.07;70000;N;267197;M
683802;752100;125;2026;ItA aquisição de medicamentos e materiais médico-hospitalares atende à demanda dos atendimentos clínicos do Departamento de Saúde do CIAGA na assistência médica ambulatorial dos militares da ativa, da reserva e dos alunos deste Centro de Instrução. Dessa forma, os produtos adquiridos fornecerão um alto padrão de medicamentos e materiais de saúde, gerando resultados satisfatórios aos pacientes em consequência de tratamentos eficazes.;0039450200014410079562026;7555296;7;Dipirona Sódica;"composição: associada à clorfenamina maleato e cafeína, concentração: 250 mg + 2 mg e 250mg + 30 ";Comprimido;1.05;3000;N;340758;M
681808;984305;51;2026;Registrar preços para futura e eventual contratação de empresa especializada em fornecimento de medicamentos para a Farmácia Básica, em atendimento às demandas da Secretaria Municipal de Saúde de Cataguases – MG.;1770249900026210000832026;7519279;51;Dipirona Sódica;"dosagem: 500 ";Comprimido;0.98;100000;N;267203;M
681714;90175;42;2026;Aquisição de Medicamentos- Baclofeno 10mg, Comprimido e Outros Através de Licitação.;4637450000019410054622026;7517785;3;Dipirona Sódica;"dosagem: 500, apresentação: solução injetável ";Ampola;3.01;1200;S;268252;M
681659;987857;7;2026;Aquisição de tuberculina aviária, tuberculina bovina, antígeno acidificado tamponado (AAT), vacina RB-51, pistolas para aplicação de tuberculina, cutímetro e botas impermeáveis de cano longo, destinados ao atendimento das demandas da Secretaria Municipal de Agricultura, visando à execução das ações de defesa sanitária animal.;7592758200015510001742026;7517122;2;Vacina;"aplicação*: uso veterinário, composição: s. gallinarum, forma farmacêutica: injetável, tipo: viva ";Frasco-Ampola;143.34;85;N;624112;M
683015;155906;7;2026;Aquisição de Medicamentos Cardiovasculares, Antiinflamatórios, Anestésicos, SNC e contraste por meio de Registro de Preços, a fim de atender às necessidades da Maternidade Climério de Oliveira (MCO/ UFBA), do Hospital Universitário Prof. Alberto Antunes (HUPAA-UFAL) e do Hospital Universitário Prof. Edgard Santos (HUPES/UFBA), integrantes da Rede HU Brasil, pelo período de 12 (doze) meses.;1512643700030510026252026;7540402;46;Fenobarbital Sódico;Fenobarbital Sódico, Dosagem:100 MG/ML, Forma Farmacêutica:Solução Injetável 100 mg/mL solução injetável;Ampola;2.30;2700;S;300725;M
680351;250059;179;2026;33409.000037/2026-41 - Aquisição de medicamentos do grupo  Uso Geral IV - DFD 344 - R$ 302.184,98;0039454400018510013772026;7493745;13;DIPIRONA SÓDICA;"APRESENTAÇÃO: SOLUÇÃO INJETÁVEL, DOSAGEM: 500 ";Ampola 2 ML;0.01;215400;N;268252;M
678609;135017;3;2026;Registro de preços para aquisição futura de adubos, fitossanitários, alimentos para animais e materiais e medicamentos de uso veterinário.;0034800300011010004752026;7469713;98;Vacina;tipo: inativada, composição: vírus da influenza eqüina (cepas variadas), outros componentes: vírus encefalomielite eqüina (leste e oeste), componentes adicionais: herpes vírus equino (tipo 1 e 4), toxoide tetânico, forma farmacêutica: suspensão injetável, aplicação*: uso veterinário Devido a inconsistências nos CATMATs, a descrição completa do item  encontra-se no Anexo I - Termo de Referência do Edital. Pedimos que seja observada atentamente, visando a formalização da Proposta mais vantajosa para a Administração.;Doses;82.26;80;S;462470;M
678609;135017;3;2026;Registro de preços para aquisição futura de adubos, fitossanitários, alimentos para animais e materiais e medicamentos de uso veterinário.;0034800300011010004752026;7509413;99;Vacina;tipo: inativada e adsorvida, composição: vírus da influenza eqüina (cepas variadas), outros componentes: herpes vírus eqüino, forma farmacêutica: suspensão injetável, aplicação*: uso veterinário Devido a inconsistências nos CATMATs, a descrição completa do item  encontra-se no Anexo I - Termo de Referência do Edital. Pedimos que seja observada atentamente, visando a formalização da Proposta mais vantajosa para a Administração.;Doses;53.45;80;S;439543;M
681233;987459;11;2026;REGISTRO DE PREÇO PARA EVENTUAL AQUISIÇÃO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR PARA ATENDER AS NECESSIDADES DAS UNIDADES BÁSICAS DE SAÚDE, VINCULADAS À SECRETARIA MUNICIPAL DE SAÚDE.;7610559200017810000792026;7509461;3;Diluente Para Vacina;"adicional: tamponada, aplicação: uso veterinário, composição: água para injeção, esterilidade: estéril, forma farmacêutica: líquido ";Mililitro;1.40;1000;N;624427;M
681287;926850;69;2026;Registro de preços para futura e eventual aquisição de medicamentos para suprir as necessidades da Secretaria Municipal de Saúde/PMVR no atendimento da Rede de Atenção Básica de Saúde de Volta Redonda, incluindo Farmácia Municipal, Postos de Saúde e demais unidades de atendimento que necessitam de medicamentos do Componente Básico da Assistência Farmacêutica (Portaria nº 1.555/GM/MS e suas atualizações).;3956391100016210001422026;7509960;41;Dipirona Sódica;dosagem: 500, apresentação: solução oral (gotas) DIPIRONA SÓDICA 500 MG/ML SOLUÇÃO ORAL 10 ML;Frasco;3.17;10490;N;267205;M
680916;160039;97;2026;Aquisição de Medicamentos Injetáveis;0039445200010310131102026;7501953;74;Prometazina Cloridrato;"dosagem: 25, apresentação: solução injetável ";Ampola;4.56;400;N;267769;M
682822;458403;5;2026;Registro de preços visando a aquisição compartilhada de medicamentos para o atendimento das demandas do Consórcio Intermunicipal de Saúde do Sudoeste (CONSUD) e de seus 27 (vinte e sete) municípios consorciados.;0033367800019610000222026;7538028;75;Levomepromazina;Levomepromazina, Dosagem:25 MG Medicamentos compartilhados;Comprimido;0.64;238201;S;268128;M
679478;160222;105;2026;Aquisição de alimentação e fármacos ( remédios e vacinas) para os cães da Seção de Cães de Guerra da 2ª Companhia do 5° Batalhão de Suprimento.;0039445200010310128502026;7480230;4;Vacina;"tipo: inativada, outros componentes: b. bronchiseptica, forma farmacêutica: suspensão injetável, aplicação*: uso veterinário ";Frasco-Ampola;43.00;48;N;439562;M
679478;160222;105;2026;Aquisição de alimentação e fármacos ( remédios e vacinas) para os cães da Seção de Cães de Guerra da 2ª Companhia do 5° Batalhão de Suprimento.;0039445200010310128502026;7480231;5;Vacina;"tipo: inativada, outros componentes: giardia lamblia, forma farmacêutica: suspensão injetável, aplicação*: uso veterinário ";Frasco-Ampola;53.97;48;N;439566;M
680456;984865;33;2026;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE MONTES CLAROS-MG;2267887400013510002542026;7496288;45;Dipirona Sódica;dosagem: 500 DIPIRONA 500 MG, COMPRIMIDO (COTA 25% EXCLUSIVA ME/EPP/MEI);Comprimido;0.10;1125000;S;267203;M
681464;160168;77;2026;Aquisição de medicamentos de uso geral em favor do Hos´pital de Guarnição de Marabá e demais UG Participantes;0039445200010310132002026;7512500;60;Dipirona Sódica;"Dipirona Sódica, Dosagem:500 MG ";Comprimido;0.15;1500;N;267203;M
682271;155900;18;2026;Registro de Preços para a aquisição de Medicamentos IV (processo nº 23763.002796/2026-56), a fim de atender às necessidades do Hospital Universitário da Universidade Federal de São Carlos (HU-UFSCar), Unidade Gestora (UG) 155900, pertencente à Rede da Empresa Brasileira de Serviços Hospitalares (Rede Ebserh), por um período de 12 (doze) meses.;1512643700030510025912026;7526720;33;Clorpromazina;Clorpromazina, Dosagem:5 MG/ML, Apresentação:Solução Injetável Medicamento;Ampola;3.47;1000;S;268069;M
682822;458403;5;2026;Registro de preços visando a aquisição compartilhada de medicamentos para o atendimento das demandas do Consórcio Intermunicipal de Saúde do Sudoeste (CONSUD) e de seus 27 (vinte e sete) municípios consorciados.;0033367800019610000222026;7538097;144;Tramadol Cloridrato;Tramadol Cloridrato, Dosagem:50 MG Medicamentos compartilhados;Comprimido;0.82;312001;S;268534;M
682385;156654;42;2026;MEDICAMENTOS SÓLIDOS E LIQUIDOS - PARTE I. Pregão 42/2026. Unidade Gestora: 156654. Itens licitados 72.  Entrega das Propostas: a partir de 09/07/2026 às 08h00 no site www.gov.br/compras. Abertura das Propostas: 22/07/2026 às 08h30 no site www.gov.br/compras;1512643700030510025012026;7530381;48;Dipirona Sódica;"dosagem: 500, apresentação: solução oral (gotas) ";Frasco;2.23;9600;S;267205;M
682633;987777;30;2026;"Registro de preços para Contratação de empresa especializada no fornecimento de medicamentos para a aquisição e manutenção do atendimento aos usuários dos diversos serviços de saúde realizados pela Secretaria Municipal de Saúde. ";7617588400018710003092026;7533495;29;Diazepam;dosagem: 5, apresentação: solução injetável Diazepam 5 MG/ML. Solução Injetável. Ampola 2 ML.;Ampola;0.76;1000;N;267194;M
682465;988841;61;2026;RP - Medicamentos;8848836600010010002542026;7531710;97;Tramadol Cloridrato;"dosagem: 50, forma farmacêutica: solução injetável ";Ampola;1.42;25000;N;292382;M
681287;926850;69;2026;Registro de preços para futura e eventual aquisição de medicamentos para suprir as necessidades da Secretaria Municipal de Saúde/PMVR no atendimento da Rede de Atenção Básica de Saúde de Volta Redonda, incluindo Farmácia Municipal, Postos de Saúde e demais unidades de atendimento que necessitam de medicamentos do Componente Básico da Assistência Farmacêutica (Portaria nº 1.555/GM/MS e suas atualizações).;3956391100016210001422026;7509958;39;Diazepam;"dosagem: 5 ";Comprimido;0.29;56040;N;267195;M
678537;981645;90020;2026;"Contratação de Pessoa Jurídica visando o fornecimento de medicamentos psicotrópicos em atendimento as necessidades da Secretaria Municipal de Saúde do Município de Caraúbas/RN. ";0834910200012910000992026;7467070;50;Tramadol cloridrato;Tramadol Cloridrato Dosagem: 50 MG;Comprimido;0.40;5000;N;268534;M
678537;981645;90020;2026;"Contratação de Pessoa Jurídica visando o fornecimento de medicamentos psicotrópicos em atendimento as necessidades da Secretaria Municipal de Saúde do Município de Caraúbas/RN. ";0834910200012910000992026;7467053;33;Fenobarbital sódico;Fenobarbital Sódico Dosagem: 100 MG;Comprimido;0.25;40000;N;267660;M
678045;180184;51;2026;Aquisição de materiais de consumo Odontológicos;4637780000012710028142026;7463248;52;Dipirona Sódica;"dosagem: 500, apresentação: solução oral (gotas) ";Frasco;2.28;50;N;267205;M
680175;155904;78;2026;"  Aquisição de Medicamentos, verificar Termo de referência.";1512643700030510024872026;7490455;1;Dipirona Sódica;"dosagem: 500 ";Comprimido;NULL;8600;S;267203;M
683418;983677;3;2026;AQUISIÇÃO PARA O FORNECIMENTO PARCELADO E CONTÍNUO DE MEDICAMENTOS, PARA ATENDER ÀS NECESSIDADES DAS SEGUINTES UNIDADES DE SAÚDE DO MUNICÍPIO DE LAJE.;1382549200010410000862026;7549078;250;Tramadol Cloridrato;Tramadol Cloridrato, Dosagem:50 MG/ML, Forma Farmacêutica:Solução Injetável Itens Hospitalares;Ampola;1.98;3000;N;292382;M
680400;925778;40;2026;Aquisição de 33 medicamentos para o Hospital Dr. José Pedro Bezerra;0824175401100710000152026;7495434;8;Dipirona Sódica;"composição: associada à cafeína e isometepteno, concentração: 300mg + 30mg + 30mg ";Comprimido;1.16;500;N;270633;M
682814;160290;50;2026;"Aquisição de medicamentos para seção de saúde. ";0039445200010310133742026;7535630;18;Prometazina Cloridrato;"dosagem: 25, apresentação: solução injetável ";Ampola;5.55;100;N;267769;M
681935;70014;105;2026;"Aquisição de medicamentos ambulatoriais ";0594074000012110001722026;7521031;4;Dipirona Sódica;composição: associada à cafeína, concentração: 500 mg + 65 Associação: Citrato de orfenadrina 35 mg, Dipirona sódica 300 mg, cafeína anidra 50 mg Nome comercial de referência: Dorflex. Laboratório fabricante de referência: Sanofi-Aventis;Comprimido;0.68;100;N;606626;M
681647;90126;39;2026;Aquisição de Medicamento em Cumprimento de Determinação Judicial;4637450000019410054592026;7516884;2;Dipirona Sódica;"composição: associada à adifenina e prometazina, concentração: 500mg + 10mg + 5mg ";Mililitro;1.56;810;S;275475;M
683418;983677;3;2026;AQUISIÇÃO PARA O FORNECIMENTO PARCELADO E CONTÍNUO DE MEDICAMENTOS, PARA ATENDER ÀS NECESSIDADES DAS SEGUINTES UNIDADES DE SAÚDE DO MUNICÍPIO DE LAJE.;1382549200010410000862026;7548839;11;Dipirona Sódica;Dipirona Sódica, Dosagem:500 MG Itens Hospitalares;Comprimido;0.13;200000;N;267203;M
