ID_COMPRA;NUMERO_UASG;NUMERO_COMPRA;ANO_COMPRA;OBJETO;CHAVE_COMPRA_PNCP;ID_ITEM;numero_item;descricao;descricao_detalhada;unidade_fornecimento;valor_estimado;quantidade_solicitada;orcamento_sigiloso;codigo_item_catalogo;tipo_item_catalogo
694571;986411;30;2026;ELABORAÇÃO DE ATA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AO ATENDIMENTO DA ATENÇÃO BÁSICA, UNIDADE DE PRONTO ATENDIMENTO (UPA) E SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA (SAMU), DESTA MUNICIPALIDADE, COM ENTREGAS PARCELADAS CONFORME REQUISIÇÃO, COM PREVISÃO DE CONSUMO NO DECORRER DE 12 (DOZE) MESES;4784283600010510001432026;7731416;102;Dipirona Sódica;"dosagem: 500 ";Comprimido;0.11;800000;N;267203;M
695448;193126;1;2026;Aguardar o envio do processo pela unidade solicitante.;0365916600215610000262026;7745935;44;Tramadol Cloridrato;"dosagem: 50, forma farmacêutica: solução injetável ";Frasco;1.07;20;N;292382;M
695471;986713;74;2026;REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MEDICAMENTOS E ANESTÉSICOS, DESTINADOS À DEMANDA DAS UNIDADES DE SAÚDE E AO SERVIÇO DE ODONTOLOGIA DO MUNICÍPIO DE MOGI DAS CRUZES.;4652327000018810003522026;7746115;2;Clorpromazina;dosagem: 5, apresentação: solução injetável CLORIDRATO DE CLORPROMAZINA 5 MG/ML, INJETÁVEL AMPOLA CONTENDO 5ML;Ampola;2.29;700;N;268069;M
696157;789300;113;2026;Aquisição de Medicamentos para CFRP;0039450200014410092902026;7759294;68;Tramadol Cloridrato;"forma farmacêutica: solução injetável, dosagem: 50 ";Ampola;1.02;30;N;292382;M
696157;789300;113;2026;Aquisição de Medicamentos para CFRP;0039450200014410092902026;7759273;47;DIAZEPAM;"APRESENTAÇÃO: SOLUÇÃO INJETÁVEL, DOSAGEM: 5 ";Ampola;2.02;20;N;267194;M
695561;155904;66;2026;Material farmacológico (grupo 09 - ciprofloxacino 500mg cp e outros);1512643700030510030452026;7747727;36;Dipirona Sódica;"dosagem: 500, apresentação: solução injetável ";Ampola;0.93;21600;S;268252;M
695561;155904;66;2026;Material farmacológico (grupo 09 - ciprofloxacino 500mg cp e outros);1512643700030510030452026;7747726;35;Dipirona Sódica;"dosagem: 500, apresentação: solução injetável ";Ampola;0.93;216000;S;268252;M
694013;160366;90002;2026;Pregão eletrônico para registro de preços visando eventual aquisição de material farmacológico, médico e hospitalar.;0039445200010310155522026;7724741;74;Dipirona sódica;Dipirona Sódica Composição: Associada À Cafeína, Concentração: 500 Mg + 65 MG;Comprimido;0.50;6000;N;606626;M
694571;986411;30;2026;ELABORAÇÃO DE ATA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AO ATENDIMENTO DA ATENÇÃO BÁSICA, UNIDADE DE PRONTO ATENDIMENTO (UPA) E SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA (SAMU), DESTA MUNICIPALIDADE, COM ENTREGAS PARCELADAS CONFORME REQUISIÇÃO, COM PREVISÃO DE CONSUMO NO DECORRER DE 12 (DOZE) MESES;4784283600010510001432026;7731408;94;Diazepam;"dosagem: 10 ";Comprimido;0.15;10000;N;267197;M
693947;157243;35;2026;Medicamentos Anti-Inflamatórios, Analgésicos e Antitérmicos;1512643700030510029992026;7723367;13;Tramadol Cloridrato;"dosagem: 50, forma farmacêutica: solução injetável ";Ampola;1.20;240;S;292382;M
693455;927996;53;2026;"Aquisição de MEDICAMENTOS/SUPLEMENTOS CONTROLADOS PELA PORTARIA 344/98 destinados as unidades de saúde pertencentes a Rede Hospitalar, no âmbito da Secretária de Estado de Saúde do Acre - SESACRE. ";1695842500014810003442026;7717815;102;Tramadol Cloridrato;"dosagem: 50 CONFORME DESCRITO DO TERMO DE REFERÊNCIA: ";Comprimido;0.19;141700;S;268534;M
694673;927761;183;2026;"O objeto da presente licitação é a Aquisição de Medicamentos Diversos 17, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.   ";2906329400018210002272026;7733125;1;Prometazina Cloridrato;"dosagem: 25 ";Comprimido;0.29;1000;N;267768;M
693947;157243;35;2026;Medicamentos Anti-Inflamatórios, Analgésicos e Antitérmicos;1512643700030510029992026;7723374;20;Dipirona Sódica;"dosagem: 500, apresentação: solução injetável ";Ampola;0.56;249600;S;268252;M
694688;925402;80;2026;Aquisição de materiais e medicamentos para atender às necessidades da equipe multiprofissional da Coordenadoria de Saúde (COSAU).;2505313300015710000742026;7733362;24;Dipirona Sódica;"composição: associada à cafeína e isometepteno, concentração: 300mg + 30mg + 50mg/ml, uso: solução oral - gotas ";Comprimido;14.54;10;N;272576;M
696890;170209;68;2026;Fornecimento de materiais de cuidado dos cães de faro da RFB, como ração, vacinas, vermífugos, carrapaticidas, suplementos, medicamentos, vitaminas e materiais de higiene, conforme necessidade ALF/AEG;0039446000014110005372026;7773563;2;Vacina;"aplicação*: uso veterinário, componentes adicionais: leptospira diversa, composição: adenovírus (2), cinomose, coronavirose, parvovírus, forma farmacêutica: suspensão injetável, outros componentes: parainfluenza, tipo: déctupla ";Doses;109.00;3;N;439507;M
694797;160416;183;2026;Aquisição de medicamentos de uso geral em proveito do Hospital Geral de santa Maria (HGeSM) e unidades Participantes;0039445200010310157402026;7735896;81;Dipirona Sódica;Dipirona Sódica, Dosagem:500 MG DIPIRONA, DOSAGEM 500 mg-  APRESENTAÇÃO COMPRIMIDOS / CÁPSULAS;Comprimido;0.14;30980;N;267203;M
693947;157243;35;2026;Medicamentos Anti-Inflamatórios, Analgésicos e Antitérmicos;1512643700030510029992026;7723368;14;Tramadol Cloridrato;"dosagem: 50 ";Cápsula;0.15;630;N;268534;M
694013;160366;90002;2026;Pregão eletrônico para registro de preços visando eventual aquisição de material farmacológico, médico e hospitalar.;0039445200010310155522026;7724670;3;Tramadol cloridrato;Tramadol Cloridrato Dosagem: 50MG;Comprimido;0.24;5500;N;268534;M
694571;986411;30;2026;ELABORAÇÃO DE ATA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AO ATENDIMENTO DA ATENÇÃO BÁSICA, UNIDADE DE PRONTO ATENDIMENTO (UPA) E SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA (SAMU), DESTA MUNICIPALIDADE, COM ENTREGAS PARCELADAS CONFORME REQUISIÇÃO, COM PREVISÃO DE CONSUMO NO DECORRER DE 12 (DOZE) MESES;4784283600010510001432026;7731580;266;Tramadol Cloridrato;"dosagem: 50, forma farmacêutica: solução injetável ";Ampola;0.89;20000;N;292382;M
694571;986411;30;2026;ELABORAÇÃO DE ATA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AO ATENDIMENTO DA ATENÇÃO BÁSICA, UNIDADE DE PRONTO ATENDIMENTO (UPA) E SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA (SAMU), DESTA MUNICIPALIDADE, COM ENTREGAS PARCELADAS CONFORME REQUISIÇÃO, COM PREVISÃO DE CONSUMO NO DECORRER DE 12 (DOZE) MESES;4784283600010510001432026;7731477;163;Levomepromazina;"dosagem: 25 ";Comprimido;0.49;120000;N;268128;M
694571;986411;30;2026;ELABORAÇÃO DE ATA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AO ATENDIMENTO DA ATENÇÃO BÁSICA, UNIDADE DE PRONTO ATENDIMENTO (UPA) E SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA (SAMU), DESTA MUNICIPALIDADE, COM ENTREGAS PARCELADAS CONFORME REQUISIÇÃO, COM PREVISÃO DE CONSUMO NO DECORRER DE 12 (DOZE) MESES;4784283600010510001432026;7731418;104;Dipirona Sódica;"dosagem: 500, apresentação: solução injetável ";Ampola;0.47;150000;N;268252;M
694013;160366;90002;2026;Pregão eletrônico para registro de preços visando eventual aquisição de material farmacológico, médico e hospitalar.;0039445200010310155522026;7724668;1;Dipirona sódica;Dipirona Sódica Concentração: 1G;Comprimido;0.56;19000;N;410023;M
693280;155124;34;2026;Aquisição de Medicamentos Anti-inflamatórios, analgésicos e antitérmicos por meio de Registro de Preços, a fim de atender às necessidades do Hospital Universitário Maria Aparecida Pedrossian - HUMAP/UFMS, Unidade Gestora (UG) 155124, integrante da Rede Ebserh, pelo período de 12 (doze) meses.;1512643700030510029692026;7713480;12;Tramadol Cloridrato;"dosagem: 50, forma farmacêutica: solução injetável ";Ampola;0.96;17800;S;292382;M
694571;986411;30;2026;ELABORAÇÃO DE ATA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AO ATENDIMENTO DA ATENÇÃO BÁSICA, UNIDADE DE PRONTO ATENDIMENTO (UPA) E SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA (SAMU), DESTA MUNICIPALIDADE, COM ENTREGAS PARCELADAS CONFORME REQUISIÇÃO, COM PREVISÃO DE CONSUMO NO DECORRER DE 12 (DOZE) MESES;4784283600010510001432026;7731548;234;Prometazina Cloridrato;"dosagem: 25 ";Comprimido;0.12;300000;N;267768;M
694201;928243;26;2026;REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE RAÇÃO SUPER PREMIUM, MATERIAIS VETERINÁRIOS DE CONSUMO, MEDICAMENTOS VETERINÁRIOS, EQUIPAMENTOS OPERACIONAIS, TÁTICOS E DE ADESTRAMENTO PARA CONDICIONAMENTO FÍSICO, BEM COMO A CONTRATAÇÃO DE SERVIÇOS DE ASSISTÊNCIA MÉDICA VETERINÁRIA, DIVIDIDOS EM 07 (SETE) LOTES, VISANDO ATENDER ÀS NECESSIDADES OPERACIONAIS E DE SAÚDE DO GRUPAMENTO DE CÃES (CANIL) DA GUARDA MUNICIPAL DE MARABÁ.;0585316300013010003092026;7727015;2;Vacina;Vacina, Tipo:Déctupla, Composição:Adenovírus (2), Cinomose, Coronavirose, Parvovírus, Outros Componentes:Parainfluenza, Componentes Adicionais:Leptospira Diversa, Forma Farmacêutica:Suspensão Injetável, Aplicação*:Uso Veterinário Vacina virose importada com aplicação (auxiliar na prevenção da cinomose, hepatite, parainfluenza, coronavírus, parvovírus e leptospiroses).;Doses;59.90;12;N;439507;M
694571;986411;30;2026;ELABORAÇÃO DE ATA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AO ATENDIMENTO DA ATENÇÃO BÁSICA, UNIDADE DE PRONTO ATENDIMENTO (UPA) E SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA (SAMU), DESTA MUNICIPALIDADE, COM ENTREGAS PARCELADAS CONFORME REQUISIÇÃO, COM PREVISÃO DE CONSUMO NO DECORRER DE 12 (DOZE) MESES;4784283600010510001432026;7731435;121;Fenobarbital Sódico;"dosagem: 100 ";Comprimido;0.15;150000;N;267660;M
693366;155126;42;2026;Registro de Preços para a aquisição de MEDICAMENTOS GERAIS INJETÁVEIS, a fim de atender às necessidades do Hospital Universitário Professor Alberto Antunes (HUPAA/UFAL), Unidade Gestora (UG) 155126, pertencente à Rede da Empresa Brasileira de Serviços Hospitalares (Rede Ebserh), por um período de 12 (doze) meses. Pregoeiro ALEX PESSOA ACIOLI DE SANTANA (Pregão Eletrônico nº 90043/2026).;1512643700030510029762026;7716681;51;Dipirona Sódica;Dipirona Sódica, Dosagem:500 MG/ML, Apresentação:Solução Injetável Conforme Anexo I - Descrição Detalhada e Quantitativos do Objeto.;Ampola;1.50;120000;S;268252;M
695876;160433;77;2026;medicamentos para a farmácia do 19° BIMTZ;0039445200010310159342026;7755389;8;Diazepam;dosagem: 10 Verificar descrição detalhada do item;Comprimido;0.07;100;N;267197;M
694013;160366;90002;2026;Pregão eletrônico para registro de preços visando eventual aquisição de material farmacológico, médico e hospitalar.;0039445200010310155522026;7724740;73;Diazepam;Diazepam Concentração: 5 MG/ML, Forma Farmaceutica: Solução Oral, Adicional: Formulação Especialmente Manipulada;Comprimido;1.04;3600;N;479702;M
700933;925449;24;2026;"Aquisição eventual de Medicamentos Sujeitos à Controle Especial orais e outros, para  atender a necessidade de 12 (doze) meses nas clínicas e unidades de terapia intensiva da  Fundação Pública Estadual Hospital de Clínicas Gaspar Vianna (FHCGV). ";2298097300017710001552026;7855097;12;Diazepam;"dosagem: 5 Diazepam 5mg ";Comprimido;0.17;15000;N;267195;M
698758;458250;4;2026;"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO MEDICAMENTOS FARMÁCIA BÁSICA E HOSPITALARES, PARA ATENDER OS MUNICÍPIOS CONSORCIADOS A ESTE CIMCERO/RO, POR UM PERÍODO ESTIMADO DE 12 (DOZE) MESES, CONFORME ESPECIFICAÇÕES TÉCNICAS, UNIDADES E QUANTIDADES DEFINIDAS NESTE ESTUDO E SEUS ANEXOS. ";0204922700015710000272026;7825829;227;Diazepam;"dosagem: 5, apresentação: solução injetável ";Ampola;1.82;18510;N;267194;M
698575;257054;44;2026;Aquisições de medicamentos.;0039454400018510016552026;7808903;69;DIAZEPAM;"DOSAGEM: 5 ";Comprimido;0.05;4600;N;267195;M
698758;458250;4;2026;"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO MEDICAMENTOS FARMÁCIA BÁSICA E HOSPITALARES, PARA ATENDER OS MUNICÍPIOS CONSORCIADOS A ESTE CIMCERO/RO, POR UM PERÍODO ESTIMADO DE 12 (DOZE) MESES, CONFORME ESPECIFICAÇÕES TÉCNICAS, UNIDADES E QUANTIDADES DEFINIDAS NESTE ESTUDO E SEUS ANEXOS. ";0204922700015710000272026;7825806;204;Clorpromazina;Clorpromazina, Dosagem:25 Mg CLORPROMAZINA, 25 MG.;Comprimido;0.40;302550;N;267635;M
697620;927658;231;2026;Registro de preços para futura e eventual aquisição de medicamentos básicos e complementares, atendendo às demandas dos municípios Consorciados ao CISALV.;0233493300014010002502026;7791970;57;Tramadol Cloridrato;"dosagem: 50, forma farmacêutica: solução injetável ";Ampola;1.37;2300;N;292382;M
700684;450161;1940;2026;"PE DGA 90339/2026 - Registro de Preços de medicamentos controlados com amostra  ";4606842500013310016452026;7851980;18;Tramadol Cloridrato;"dosagem: 50 ";Comprimido;0.56;4000;S;268534;M
700330;110001;90019;2026;Registro de preços para eventual aquisição de medicamentos;0039441100010910001462026;7846577;38;Prometazina Cloridrato;Prometazina Cloridrato Dosagem: 25MG/ML, Apresentação: Solução Injetável;Ampola 2,00 ML;4.13;2000;N;267769;M
694567;930260;3;2026;Aquisição de medicamentos humanos, para serem utilizados na prevenção e tratamento de doenças nos animais do plantel do Jardim Zoológico,para atender às necessidades dos parques e do Jardim Zoológico da Fundação de Parques Municipais e Zoobotânica (FPMZB).;0727622000019110000182026;7731143;87;Dipirona Sódica;"dosagem: 50, apresentação: solução oral ";Frasco;11.48;20;N;267206;M
700717;462314;14;2026;SISTEMA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS SOB CONTROLE ESPECIAL PARA O INSTITUTO CÂNDIDA VARGAS;3550173300019410000252026;7852451;11;Diazepam;concentração: 10, forma farmaceutica: solução injetável Em caso de divergência entre disposições deste Edital e de seus anexos ou demais peças que compõem o processo,  prevalecerá as deste Edital;Ampola;1.88;1500;S;395147;M
697148;155016;25;2026;Registro de Preços para a Aquisição de Medicamentos para hemodiálise e Diálise peritoneal, a fim de atender às necessidades do Hospital Universitário da Universidade Federal da Grande Dourados HU/UFGD, Unidade Gestora (UG) 155016, HU Brasil, razão social Empresa Brasileira de Serviços Hospitalares, pertencente à Rede da HU Brasil, por um período de 12 (doze) meses.;1512643700030510030942026;7782149;25;Dipirona Sódica;"dosagem: 500 ";Comprimido;0.13;360;S;267203;M
694013;160366;90002;2026;Pregão eletrônico para registro de preços visando eventual aquisição de material farmacológico, médico e hospitalar.;0039445200010310155522026;7724669;2;Tramadol cloridrato;Tramadol Cloridrato Dosagem: 100MG;Comprimido;1.24;5500;N;309441;M
694567;930260;3;2026;Aquisição de medicamentos humanos, para serem utilizados na prevenção e tratamento de doenças nos animais do plantel do Jardim Zoológico,para atender às necessidades dos parques e do Jardim Zoológico da Fundação de Parques Municipais e Zoobotânica (FPMZB).;0727622000019110000182026;7731166;110;Dipirona Sódica;"dosagem: 500, apresentação: solução injetável ";Ampola;1.90;50;N;268252;M
695609;120629;216;2026;Aquisição de materiais e medicamentos veterinários para atender ao Pelotão de Cães de Guerra (PCG) e equinos do Pelotão de Policia Montada (PPMont) do Esquadrão de Policia da Aeronáutica (EPA) do Grupo de Segurança e Defesa de Canoas (GSD-CO), responsáveis por operações de faro e de patrulha montada no âmbito da BACO, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.;0039442900010010018712026;7749236;24;Vacina;Vacina, Tipo:Inativada, Outros Componentes:S. Equi, Forma Farmacêutica:Suspensão Injetável, Aplicação*:Uso Veterinário Sem informações;Doses;32.48;5;N;446139;M
697620;927658;231;2026;Registro de preços para futura e eventual aquisição de medicamentos básicos e complementares, atendendo às demandas dos municípios Consorciados ao CISALV.;0233493300014010002502026;7791950;37;Levomepromazina;"dosagem: 25 ";Comprimido;0.57;6900;N;268128;M
697117;112408;263;2026;Aquisição de Medicamentos - Parte II;0327761000012510004072026;7781395;131;Prometazina Cloridrato;"dosagem: 25, apresentação: solução injetável ";Ampola;4.42;2085;N;267769;M
700447;783701;100;2026;O objeto do presente procedimento é a seleção da proposta mais vantajosa para a contratação, por dispensa de licitação, de empresa especializada para fornecimento de medicamentos, visando atender às necessidades desta OMH, conforme as condições, quantidades e exigências estabelecidas neste Aviso de Contratação Direta e em seus anexos.;0039450200014410097972026;7848567;11;Dipirona Sódica;"dosagem: 500 ";Comprimido;0.20;1080;N;267203;M
698758;458250;4;2026;"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO MEDICAMENTOS FARMÁCIA BÁSICA E HOSPITALARES, PARA ATENDER OS MUNICÍPIOS CONSORCIADOS A ESTE CIMCERO/RO, POR UM PERÍODO ESTIMADO DE 12 (DOZE) MESES, CONFORME ESPECIFICAÇÕES TÉCNICAS, UNIDADES E QUANTIDADES DEFINIDAS NESTE ESTUDO E SEUS ANEXOS. ";0204922700015710000272026;7825898;296;Fenobarbital Sódico;Fenobarbital Sódico, Dosagem:100 MG FENOBARBITAL SàDICO, 100 MG.;Comprimido;0.28;528750;N;267660;M
698575;257054;44;2026;Aquisições de medicamentos.;0039454400018510016552026;7808981;147;DIPIRONA SÓDICA;"APRESENTAÇÃO: SOLUÇÃO INJETÁVEL, DOSAGEM: 500 ";Ampola;0.64;2500;N;268252;M
698758;458250;4;2026;"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO MEDICAMENTOS FARMÁCIA BÁSICA E HOSPITALARES, PARA ATENDER OS MUNICÍPIOS CONSORCIADOS A ESTE CIMCERO/RO, POR UM PERÍODO ESTIMADO DE 12 (DOZE) MESES, CONFORME ESPECIFICAÇÕES TÉCNICAS, UNIDADES E QUANTIDADES DEFINIDAS NESTE ESTUDO E SEUS ANEXOS. ";0204922700015710000272026;7825842;240;Dipirona Sódica;"dosagem: 500, apresentação: solução injetável ";Ampola;0.69;604400;N;268252;M
698758;458250;4;2026;"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO MEDICAMENTOS FARMÁCIA BÁSICA E HOSPITALARES, PARA ATENDER OS MUNICÍPIOS CONSORCIADOS A ESTE CIMCERO/RO, POR UM PERÍODO ESTIMADO DE 12 (DOZE) MESES, CONFORME ESPECIFICAÇÕES TÉCNICAS, UNIDADES E QUANTIDADES DEFINIDAS NESTE ESTUDO E SEUS ANEXOS. ";0204922700015710000272026;7825843;241;Dipirona Sódica;"dosagem: 500, apresentação: solução oral (gotas) ";Frasco;1.17;132300;N;267205;M
699736;925003;278;2026;"AQUISIÇÃO DE VACINAS PARA ATENDIMENTO DE DEMANDA JUDICIAL ";1386437700013010012592026;7835633;1;Vacina;composição 1: extrato alérgeno de ácaros, forma farmacêutica 1: injetável, tipo 1: padronizado Vacina de alérgenos composta - dermatophagides pteronyssinus 50% e dermatophagides farinae 50%, frasco conta gotas de 6 ml, diluição 1:10.000;Frasco;500.00;1;N;483360;M
700933;925449;24;2026;"Aquisição eventual de Medicamentos Sujeitos à Controle Especial orais e outros, para  atender a necessidade de 12 (doze) meses nas clínicas e unidades de terapia intensiva da  Fundação Pública Estadual Hospital de Clínicas Gaspar Vianna (FHCGV). ";2298097300017710001552026;7855098;13;Diazepam;"dosagem: 10 Diazepam 10mg ";Comprimido;0.21;10000;N;267197;M
699108;983049;7;2026;Futura e eventual aquisição de medicamentos e correlatos para atender as demandas do Fundo Municipal de Saúde do Município de Varzedo;1346026600016910000622026;7820449;73;Prometazina Cloridrato;"dosagem: 25 ";Comprimido;0.36;70000;N;267768;M
698758;458250;4;2026;"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO MEDICAMENTOS FARMÁCIA BÁSICA E HOSPITALARES, PARA ATENDER OS MUNICÍPIOS CONSORCIADOS A ESTE CIMCERO/RO, POR UM PERÍODO ESTIMADO DE 12 (DOZE) MESES, CONFORME ESPECIFICAÇÕES TÉCNICAS, UNIDADES E QUANTIDADES DEFINIDAS NESTE ESTUDO E SEUS ANEXOS. ";0204922700015710000272026;7825807;205;Clorpromazina;"concentração: 40, forma farmaceutica: solução oral - gotas ";Frasco;29.33;2216;N;340207;M
