codigo_ibge_6,municipio,uf,cod_uf,UF extenso,Região,Capital?,col_pop,col_idhm,Nota normalizada de população,Nota normalizada de IDHM,nota_ranking
330250,Magé,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.709,1.0,0.3445945945945946,1.3445945945945947
150180,Breves,PA,15,Pará,Norte,n,106968,0.503,0.5328945056158901,0.8085585585585585,1.3414530641744487
330170,Duque De Caxias,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.711,1.0,0.3400900900900901,1.34009009009009
291080,Feira De Santana,BA,29,Bahia,Nordeste,n,200000,0.712,1.0,0.3378378378378379,1.337837837837838
330350,Nova Iguaçu,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.713,1.0,0.33558558558558566,1.3355855855855856
352310,Itaquaquecetuba,SP,35,São Paulo,Sudeste,n,200000,0.714,1.0,0.33333333333333337,1.3333333333333335
231290,Sobral,CE,23,Ceará,Nordeste,n,200000,0.714,1.0,0.33333333333333337,1.3333333333333335
150553,Parauapebas,PA,15,Pará,Norte,n,200000,0.715,1.0,0.33108108108108114,1.3310810810810811
315780,Santa Luzia,MG,31,Minas Gerais,Sudeste,n,200000,0.715,1.0,0.33108108108108114,1.3310810810810811
330100,Campos Dos Goytacazes,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.716,1.0,0.32882882882882886,1.3288288288288288
432300,Viamão,RS,43,Rio Grande do Sul,Sul,n,200000,0.717,1.0,0.3265765765765766,1.3265765765765767
260790,Jaboatão Dos Guararapes,PE,26,Pernambuco,Nordeste,n,200000,0.717,1.0,0.3265765765765766,1.3265765765765767
520140,Aparecida De Goiânia,GO,52,Goiás,Centro-Oeste,n,200000,0.718,1.0,0.32432432432432434,1.3243243243243243
320130,Cariacica,ES,32,Espírito Santo,Sudeste,n,200000,0.718,1.0,0.32432432432432434,1.3243243243243243
150080,Ananindeua,PA,15,Pará,Norte,n,200000,0.718,1.0,0.32432432432432434,1.3243243243243243
330510,São João De Meriti,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.719,1.0,0.3220720720720721,1.3220720720720722
210300,Caxias,MA,21,Maranhão,Nordeste,n,156970,0.624,0.7839501523846822,0.536036036036036,1.3199861884207182
240800,Mossoró,RN,24,Rio Grande do Norte,Nordeste,n,200000,0.72,1.0,0.31981981981981983,1.3198198198198199
250400,Campina Grande,PB,25,Paraíba,Nordeste,n,200000,0.72,1.0,0.31981981981981983,1.3198198198198199
270430,Maceió,AL,27,Alagoas,Nordeste,s,200000,0.721,1.0,0.3175675675675676,1.3175675675675675
150010,Abaetetuba,PA,15,Pará,Norte,n,158188,0.628,0.7900656233211325,0.527027027027027,1.3170926503481595
150210,Cametá,PA,15,Pará,Norte,n,134184,0.577,0.6695436492993317,0.641891891891892,1.3114355411912237
120040,Rio Branco,AC,12,Acre,Norte,s,200000,0.727,1.0,0.30405405405405406,1.304054054054054
312770,Governador Valadares,MG,31,Minas Gerais,Sudeste,n,200000,0.727,1.0,0.30405405405405406,1.304054054054054
430060,Alvorada,RS,43,Rio Grande do Sul,Sul,n,187315,0.699,0.9363097300255564,0.3671171171171172,1.3034268471426735
210530,Imperatriz,MA,21,Maranhão,Nordeste,n,200000,0.731,1.0,0.29504504504504503,1.295045045045045
261070,Paulista,PE,26,Pernambuco,Nordeste,n,200000,0.732,1.0,0.2927927927927928,1.2927927927927927
410580,Colombo,PR,41,Paraná,Sul,n,200000,0.733,1.0,0.29054054054054057,1.2905405405405406
160030,Macapá,AP,16,Amapá,Norte,s,200000,0.733,1.0,0.29054054054054057,1.2905405405405406
510840,Várzea Grande,MT,51,Mato Grosso,Centro-Oeste,n,200000,0.734,1.0,0.2882882882882883,1.2882882882882882
352250,Itapevi,SP,35,São Paulo,Sudeste,n,200000,0.735,1.0,0.28603603603603606,1.2860360360360361
330070,Cabo Frio,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.735,1.0,0.28603603603603606,1.2860360360360361
260960,Olinda,PE,26,Pernambuco,Nordeste,n,200000,0.735,1.0,0.28603603603603606,1.2860360360360361
351500,Embu,SP,35,São Paulo,Sudeste,n,200000,0.735,1.0,0.28603603603603606,1.2860360360360361
430920,Gravataí,RS,43,Rio Grande do Sul,Sul,n,200000,0.736,1.0,0.28378378378378377,1.2837837837837838
110020,Porto Velho,RO,11,Rondônia,Norte,s,200000,0.736,1.0,0.28378378378378377,1.2837837837837838
130260,Manaus,AM,13,Amazonas,Norte,s,200000,0.737,1.0,0.28153153153153154,1.2815315315315314
520110,Anápolis,GO,52,Goiás,Centro-Oeste,n,200000,0.737,1.0,0.28153153153153154,1.2815315315315314
291360,Ilhéus,BA,29,Bahia,Nordeste,n,178703,0.69,0.8930696350298996,0.3873873873873875,1.280457022417287
251370,Santa Rita,PB,25,Paraíba,Nordeste,n,149910,0.627,0.7485025129665055,0.5292792792792792,1.2777817922457846
320500,Serra,ES,32,Espírito Santo,Sudeste,n,200000,0.739,1.0,0.27702702702702703,1.277027027027027
330490,São Gonçalo,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.739,1.0,0.27702702702702703,1.277027027027027
431870,São Leopoldo,RS,43,Rio Grande do Sul,Sul,n,200000,0.739,1.0,0.27702702702702703,1.277027027027027
431440,Pelotas,RS,43,Rio Grande do Sul,Sul,n,200000,0.739,1.0,0.27702702702702703,1.277027027027027
291480,Itabuna,BA,29,Bahia,Nordeste,n,186708,0.712,0.933262036381529,0.3378378378378379,1.2710998742193669
330390,Petrópolis,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.745,1.0,0.2635135135135135,1.2635135135135136
150140,Belém,PA,15,Pará,Norte,s,200000,0.746,1.0,0.26126126126126126,1.2612612612612613
500370,Dourados,MS,50,Mato Grosso do Sul,Centro-Oeste,n,200000,0.747,1.0,0.259009009009009,1.259009009009009
431340,Novo Hamburgo,RS,43,Rio Grande do Sul,Sul,n,200000,0.747,1.0,0.259009009009009,1.259009009009009
292530,Porto Seguro,BA,29,Bahia,Nordeste,n,167955,0.676,0.8391048717910096,0.4189189189189188,1.2580237907099283
522185,Valparaíso De Goiás,GO,52,Goiás,Centro-Oeste,n,198861,0.746,0.9942811811193621,0.26126126126126126,1.2555424423806234
351060,Carapicuíba,SP,35,São Paulo,Sudeste,n,200000,0.749,1.0,0.25450450450450446,1.2545045045045045
310670,Betim,MG,31,Minas Gerais,Sudeste,n,200000,0.749,1.0,0.25450450450450446,1.2545045045045045
430460,Canoas,RS,43,Rio Grande do Sul,Sul,n,200000,0.75,1.0,0.25225225225225223,1.2522522522522523
410830,Foz Do Iguaçu,PR,41,Paraná,Sul,n,200000,0.751,1.0,0.24999999999999997,1.25
221100,Teresina,PI,22,Piauí,Nordeste,s,200000,0.751,1.0,0.24999999999999997,1.25
351870,Guarujá,SP,35,São Paulo,Sudeste,n,200000,0.751,1.0,0.24999999999999997,1.25
140010,Boa Vista,RR,14,Roraima,Norte,s,200000,0.752,1.0,0.24774774774774772,1.2477477477477477
230440,Fortaleza,CE,23,Ceará,Nordeste,s,200000,0.754,1.0,0.2432432432432432,1.2432432432432432
354100,Praia Grande,SP,35,São Paulo,Sudeste,n,200000,0.754,1.0,0.2432432432432432,1.2432432432432432
291920,Lauro De Freitas,BA,29,Bahia,Nordeste,n,200000,0.754,1.0,0.2432432432432432,1.2432432432432432
521880,Rio Verde,GO,52,Goiás,Centro-Oeste,n,200000,0.754,1.0,0.2432432432432432,1.2432432432432432
510760,Rondonópolis,MT,51,Mato Grosso,Centro-Oeste,n,200000,0.755,1.0,0.24099099099099094,1.2409909909909909
351907,Hortolândia,SP,35,São Paulo,Sudeste,n,200000,0.756,1.0,0.2387387387387387,1.2387387387387387
311860,Contagem,MG,31,Minas Gerais,Sudeste,n,200000,0.756,1.0,0.2387387387387387,1.2387387387387387
291800,Jequié,BA,29,Bahia,Nordeste,n,158812,0.665,0.7931986724708411,0.4436936936936936,1.2368923661645348
421190,Palhoça,SC,42,Santa Catarina,Sul,n,200000,0.757,1.0,0.23648648648648643,1.2364864864864864
351380,Diadema,SP,35,São Paulo,Sudeste,n,200000,0.757,1.0,0.23648648648648643,1.2364864864864864
412550,São José Dos Pinhais,PR,41,Paraná,Sul,n,200000,0.758,1.0,0.2342342342342342,1.2342342342342343
292740,Salvador,BA,29,Bahia,Nordeste,s,200000,0.759,1.0,0.23198198198198194,1.231981981981982
316720,Sete Lagoas,MG,31,Minas Gerais,Sudeste,n,200000,0.76,1.0,0.2297297297297297,1.2297297297297296
355240,Sumaré,SP,35,São Paulo,Sudeste,n,200000,0.762,1.0,0.22522522522522517,1.2252252252252251
431560,Rio Grande,RS,43,Rio Grande do Sul,Sul,n,191900,0.744,0.9593306119989757,0.26576576576576577,1.2250963777647415
510790,Sinop,MT,51,Mato Grosso,Centro-Oeste,n,196067,0.754,0.9802527527150582,0.2432432432432432,1.2234959959583014
411990,Ponta Grossa,PR,41,Paraná,Sul,n,200000,0.763,1.0,0.22297297297297292,1.2229729729729728
240810,Natal,RN,24,Rio Grande do Norte,Nordeste,s,200000,0.763,1.0,0.22297297297297292,1.2229729729729728
250750,João Pessoa,PB,25,Paraíba,Nordeste,s,200000,0.763,1.0,0.22297297297297292,1.2229729729729728
351880,Guarulhos,SP,35,São Paulo,Sudeste,n,200000,0.763,1.0,0.22297297297297292,1.2229729729729728
312230,Divinópolis,MG,31,Minas Gerais,Sudeste,n,200000,0.764,1.0,0.22072072072072066,1.2207207207207207
330240,Macaé,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.764,1.0,0.22072072072072066,1.2207207207207207
355250,Suzano,SP,35,São Paulo,Sudeste,n,200000,0.765,1.0,0.2184684684684684,1.2184684684684683
352940,Mauá,SP,35,São Paulo,Sudeste,n,200000,0.766,1.0,0.21621621621621614,1.2162162162162162
240325,Parnamirim,RN,24,Rio Grande do Norte,Nordeste,n,200000,0.766,1.0,0.21621621621621614,1.2162162162162162
330340,Nova Friburgo,RJ,33,Rio de Janeiro,Sudeste,n,189937,0.745,0.949474561548851,0.2635135135135135,1.2129880750623645
211130,São Luís,MA,21,Maranhão,Nordeste,s,200000,0.768,1.0,0.21171171171171166,1.2117117117117115
355100,São Vicente,SP,35,São Paulo,Sudeste,n,200000,0.768,1.0,0.21171171171171166,1.2117117117117115
355280,Taboão Da Serra,SP,35,São Paulo,Sudeste,n,200000,0.769,1.0,0.2094594594594594,1.2094594594594594
314330,Montes Claros,MG,31,Minas Gerais,Sudeste,n,200000,0.77,1.0,0.20720720720720714,1.207207207207207
280030,Aracaju,SE,28,Sergipe,Nordeste,s,200000,0.77,1.0,0.20720720720720714,1.207207207207207
312980,Ibirité,MG,31,Minas Gerais,Sudeste,n,170387,0.704,0.8513157300155146,0.35585585585585594,1.2071715858713705
410940,Guarapuava,PR,41,Paraná,Sul,n,182093,0.731,0.910090527045143,0.29504504504504503,1.205135572090188
330630,Volta Redonda,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.771,1.0,0.2049549549549549,1.204954954954955
313130,Ipatinga,MG,31,Minas Gerais,Sudeste,n,200000,0.771,1.0,0.2049549549549549,1.204954954954955
330270,Maricá,RJ,33,Rio de Janeiro,Sudeste,n,197300,0.765,0.986443537332992,0.2184684684684684,1.2049120058014604
220770,Parnaíba,PI,22,Piauí,Nordeste,n,162159,0.687,0.8100036652658322,0.394144144144144,1.2041478094099762
150170,Bragança,PA,15,Pará,Norte,n,123082,0.6,0.613801483177434,0.5900900900900901,1.2038915732675242
317010,Uberaba,MG,31,Minas Gerais,Sudeste,n,200000,0.772,1.0,0.20270270270270263,1.2027027027027026
261160,Recife,PE,26,Pernambuco,Nordeste,s,200000,0.772,1.0,0.20270270270270263,1.2027027027027026
352690,Limeira,SP,35,São Paulo,Sudeste,n,200000,0.775,1.0,0.19594594594594586,1.1959459459459458
353440,Osasco,SP,35,São Paulo,Sudeste,n,200000,0.776,1.0,0.1936936936936936,1.1936936936936937
431410,Passo Fundo,RS,43,Rio Grande do Sul,Sul,n,200000,0.776,1.0,0.1936936936936936,1.1936936936936937
352440,Jacareí,SP,35,São Paulo,Sudeste,n,200000,0.777,1.0,0.19144144144144135,1.1914414414414414
320120,Cachoeiro De Itapemirim,ES,32,Espírito Santo,Sudeste,n,185784,0.746,0.928622713602153,0.26126126126126126,1.1898839748634142
313670,Juiz De Fora,MG,31,Minas Gerais,Sudeste,n,200000,0.778,1.0,0.18918918918918912,1.189189189189189
411370,Londrina,PR,41,Paraná,Sul,n,200000,0.778,1.0,0.18918918918918912,1.189189189189189
351300,Cotia,SP,35,São Paulo,Sudeste,n,200000,0.78,1.0,0.1846846846846846,1.1846846846846846
351620,Franca,SP,35,São Paulo,Sudeste,n,200000,0.78,1.0,0.1846846846846846,1.1846846846846846
351630,Francisco Morato,SP,35,São Paulo,Sudeste,n,165139,0.703,0.8249659833205301,0.35810810810810817,1.1830740914286382
410480,Cascavel,PR,41,Paraná,Sul,n,200000,0.782,1.0,0.1801801801801801,1.1801801801801801
430510,Caxias Do Sul,RS,43,Rio Grande do Sul,Sul,n,200000,0.782,1.0,0.1801801801801801,1.1801801801801801
353060,Mogi Das Cruzes,SP,35,São Paulo,Sudeste,n,200000,0.783,1.0,0.17792792792792783,1.1779279279279278
431690,Santa Maria,RS,43,Rio Grande do Sul,Sul,n,200000,0.784,1.0,0.17567567567567557,1.1756756756756757
500270,Campo Grande,MS,50,Mato Grosso do Sul,Centro-Oeste,s,200000,0.784,1.0,0.17567567567567557,1.1756756756756757
351570,Ferraz De Vasconcelos,SP,35,São Paulo,Sudeste,n,179205,0.738,0.8955901329035433,0.27927927927927926,1.1748694121828225
510340,Cuiabá,MT,51,Mato Grosso,Centro-Oeste,s,200000,0.785,1.0,0.17342342342342332,1.1734234234234233
353870,Piracicaba,SP,35,São Paulo,Sudeste,n,200000,0.785,1.0,0.17342342342342332,1.1734234234234233
350570,Barueri,SP,35,São Paulo,Sudeste,n,200000,0.786,1.0,0.17117117117117106,1.171171171171171
210330,Codó,MA,21,Maranhão,Nordeste,n,114269,0.595,0.5695521848498998,0.6013513513513514,1.1709035362012512
261640,Vitória De Santo Antão,PE,26,Pernambuco,Nordeste,n,134110,0.64,0.6691721018040138,0.49999999999999994,1.1691721018040138
350280,Araçatuba,SP,35,São Paulo,Sudeste,n,200000,0.788,1.0,0.16666666666666657,1.1666666666666665
352050,Indaiatuba,SP,35,São Paulo,Sudeste,n,200000,0.788,1.0,0.16666666666666657,1.1666666666666665
420460,Criciúma,SC,42,Santa Catarina,Sul,n,200000,0.788,1.0,0.16666666666666657,1.1666666666666665
172100,Palmas,TO,17,Tocantins,Norte,s,200000,0.788,1.0,0.16666666666666657,1.1666666666666665
317020,Uberlândia,MG,31,Minas Gerais,Sudeste,n,200000,0.789,1.0,0.16441441441441432,1.1644144144144144
150580,Portel,PA,15,Pará,Norte,n,62445,0.483,0.3093484362369268,0.8536036036036037,1.1629520398405304
420420,Chapecó,SC,42,Santa Catarina,Sul,n,200000,0.79,1.0,0.16216216216216206,1.162162162162162
290070,Alagoinhas,BA,29,Bahia,Nordeste,n,151065,0.683,0.7543016664407256,0.40315315315315303,1.1574548195938785
260600,Garanhuns,PE,26,Pernambuco,Nordeste,n,142506,0.664,0.71132767978631,0.44594594594594583,1.1572736257322558
230640,Itapipoca,CE,23,Ceará,Nordeste,n,131123,0.64,0.6541746373646237,0.49999999999999994,1.1541746373646236
420820,Itajaí,SC,42,Santa Catarina,Sul,n,200000,0.795,1.0,0.15090090090090078,1.1509009009009008
330040,Barra Mansa,RJ,33,Rio de Janeiro,Sudeste,n,169899,0.729,0.8488655249112553,0.29954954954954954,1.1484150744608048
330010,Angra Dos Reis,RJ,33,Rio de Janeiro,Sudeste,n,167418,0.724,0.8364086419939046,0.31081081081081086,1.1472194528047155
354980,São José Do Rio Preto,SP,35,São Paulo,Sudeste,n,200000,0.797,1.0,0.14639639639639626,1.1463963963963963
352900,Marília,SP,35,São Paulo,Sudeste,n,200000,0.798,1.0,0.14414414414414403,1.144144144144144
355220,Sorocaba,SP,35,São Paulo,Sudeste,n,200000,0.798,1.0,0.14414414414414403,1.144144144144144
320320,Linhares,ES,32,Espírito Santo,Sudeste,n,166786,0.724,0.8332354255474049,0.31081081081081086,1.1440462363582158
520870,Goiânia,GO,52,Goiás,Centro-Oeste,s,200000,0.799,1.0,0.14189189189189177,1.1418918918918917
330455,Rio De Janeiro,RJ,33,Rio de Janeiro,Sudeste,s,200000,0.799,1.0,0.14189189189189177,1.1418918918918917
522045,Senador Canedo,GO,52,Goiás,Centro-Oeste,n,155635,0.701,0.7772472347326616,0.3626126126126127,1.1398598473452743
354340,Ribeirão Preto,SP,35,São Paulo,Sudeste,n,200000,0.8,1.0,0.13963963963963952,1.1396396396396395
320520,Vila Velha,ES,32,Espírito Santo,Sudeste,n,200000,0.8,1.0,0.13963963963963952,1.1396396396396395
355410,Taubaté,SP,35,São Paulo,Sudeste,n,200000,0.8,1.0,0.13963963963963952,1.1396396396396395
350600,Bauru,SP,35,São Paulo,Sudeste,n,200000,0.801,1.0,0.13738738738738726,1.1373873873873872
150450,Melgaço,PA,15,Pará,Norte,n,27876,0.418,0.13578052589033324,1.0,1.1357805258903333
354390,Rio Claro,SP,35,São Paulo,Sudeste,n,200000,0.803,1.0,0.13288288288288275,1.1328828828828827
354890,São Carlos,SP,35,São Paulo,Sudeste,n,200000,0.805,1.0,0.12837837837837823,1.1283783783783783
350950,Campinas,SP,35,São Paulo,Sudeste,n,200000,0.805,1.0,0.12837837837837823,1.1283783783783783
354870,São Bernardo Do Campo,SP,35,São Paulo,Sudeste,n,200000,0.805,1.0,0.12837837837837823,1.1283783783783783
355030,São Paulo,SP,35,São Paulo,Sudeste,s,200000,0.805,1.0,0.12837837837837823,1.1283783783783783
431490,Porto Alegre,RS,43,Rio Grande do Sul,Sul,s,200000,0.805,1.0,0.12837837837837823,1.1283783783783783
420240,Blumenau,SC,42,Santa Catarina,Sul,n,200000,0.806,1.0,0.12612612612612598,1.126126126126126
354140,Presidente Prudente,SP,35,São Paulo,Sudeste,n,200000,0.806,1.0,0.12612612612612598,1.126126126126126
354990,São José Dos Campos,SP,35,São Paulo,Sudeste,n,200000,0.807,1.0,0.12387387387387373,1.1238738738738738
293135,Teixeira De Freitas,BA,29,Bahia,Nordeste,n,145223,0.685,0.7249694979589992,0.3986486486486485,1.1236181466076478
150470,Moju,PA,15,Pará,Norte,n,83039,0.547,0.4127491000015063,0.7094594594594593,1.1222085594609656
330580,Teresópolis,RJ,33,Rio de Janeiro,Sudeste,n,165123,0.73,0.8248856487269477,0.2972972972972973,1.122182946024245
411520,Maringá,PR,41,Paraná,Sul,n,200000,0.808,1.0,0.12162162162162148,1.1216216216216215
260345,Camaragibe,PE,26,Pernambuco,Nordeste,n,147771,0.692,0.7377627819869758,0.38288288288288297,1.1206456648698588
420910,Joinville,SC,42,Santa Catarina,Sul,n,200000,0.809,1.0,0.11936936936936922,1.1193693693693691
421660,São José,SC,42,Santa Catarina,Sul,n,200000,0.809,1.0,0.11936936936936922,1.1193693693693691
310620,Belo Horizonte,MG,31,Minas Gerais,Sudeste,s,200000,0.81,1.0,0.11711711711711698,1.117117117117117
330285,Mesquita,RJ,33,Rio de Janeiro,Sudeste,n,167128,0.737,0.834952577485226,0.28153153153153154,1.1164841090167577
290320,Barreiras,BA,29,Bahia,Nordeste,n,159743,0.721,0.7978731416349094,0.3175675675675676,1.115440709202477
150360,Itaituba,PA,15,Pará,Norte,n,123312,0.64,0.6149562929601792,0.49999999999999994,1.114956292960179
350160,Americana,SP,35,São Paulo,Sudeste,n,200000,0.811,1.0,0.11486486486486472,1.1148648648648647
330414,Queimados,RJ,33,Rio de Janeiro,Sudeste,n,140523,0.68,0.7013712110942074,0.4099099099099098,1.1112811210041171
354780,Santo André,SP,35,São Paulo,Sudeste,n,200000,0.815,1.0,0.10585585585585595,1.105855855855856
350320,Araraquara,SP,35,São Paulo,Sudeste,n,200000,0.815,1.0,0.10585585585585595,1.105855855855856
170210,Araguaína,TO,17,Tocantins,Norte,n,171301,0.752,0.8559048436739018,0.24774774774774772,1.1036525914216495
354580,Santa Bárbara D'Oeste,SP,35,São Paulo,Sudeste,n,183347,0.781,0.9163867508171535,0.18243243243243235,1.098819183249586
352590,Jundiaí,SP,35,São Paulo,Sudeste,n,200000,0.822,1.0,0.09009009009009017,1.09009009009009
410690,Curitiba,PR,41,Paraná,Sul,s,200000,0.823,1.0,0.08783783783783791,1.087837837837838
150020,Acará,PA,15,Pará,Norte,n,57385,0.506,0.28394262101653384,0.8018018018018017,1.0857444228183355
530010,Brasília,DF,53,Distrito Federal,Centro-Oeste,s,200000,0.824,1.0,0.08558558558558566,1.0855855855855856
150130,Barcarena,PA,15,Pará,Norte,n,126650,0.662,0.6317160975462802,0.45045045045045035,1.0821665479967306
522140,Trindade,GO,52,Goiás,Centro-Oeste,n,142431,0.699,0.7109511113788931,0.3671171171171172,1.0780682284960104
350760,Bragança Paulista,SP,35,São Paulo,Sudeste,n,176811,0.776,0.8835700693387961,0.1936936936936936,1.0772637630324897
150060,Altamira,PA,15,Pará,Norte,n,126279,0.665,0.6298533391575913,0.4436936936936936,1.0735470328512848
150830,Viseu,PA,15,Pará,Norte,n,58692,0.515,0.2905049531297856,0.7815315315315314,1.072036484661317
130250,Manacapuru,AM,13,Amazonas,Norte,n,101883,0.614,0.5073631675930249,0.5585585585585585,1.0659217261515834
410765,Fazenda Rio Grande,PR,41,Paraná,Sul,n,148873,0.72,0.7432958271199546,0.31981981981981983,1.0631156469397745
352220,Itapecerica Da Serra,SP,35,São Paulo,Sudeste,n,158522,0.742,0.7917426079621624,0.27027027027027023,1.0620128782324327
330330,Niterói,RJ,33,Rio de Janeiro,Sudeste,n,200000,0.837,1.0,0.056306306306306356,1.0563063063063063
150110,Bagre,PA,15,Pará,Norte,n,34711,0.471,0.17009846008625926,0.8806306306306306,1.0507290907168898
354850,Santos,SP,35,São Paulo,Sudeste,n,200000,0.84,1.0,0.04954954954954959,1.0495495495495495
316860,Teófilo Otoni,MG,31,Minas Gerais,Sudeste,n,137418,0.701,0.685781279027148,0.3626126126126127,1.0483938916397606
420890,Jaraguá Do Sul,SC,42,Santa Catarina,Sul,n,182660,0.803,0.9129373842052148,0.13288288288288275,1.0458202670880974
352390,Itu,SP,35,São Paulo,Sudeste,n,168240,0.773,0.8405358317391938,0.20045045045045037,1.040986282189644
260720,Ipojuca,PE,26,Pernambuco,Nordeste,n,98932,0.619,0.492546455989195,0.5472972972972973,1.0398437532864921
280350,Lagarto,SE,28,Sergipe,Nordeste,n,101579,0.625,0.5058368103149619,0.5337837837837838,1.0396205940987455
320530,Vitória,ES,32,Espírito Santo,Sudeste,s,200000,0.845,1.0,0.03828828828828832,1.0382882882882882
210750,Paço Do Lumiar,MA,21,Maranhão,Nordeste,n,145643,0.724,0.7270782810405338,0.31081081081081086,1.0378890918513446
292150,Monte Santo,BA,29,Bahia,Nordeste,n,47780,0.506,0.23571676030667732,0.8018018018018017,1.037518562108479
317120,Vespasiano,MG,31,Minas Gerais,Sudeste,n,129246,0.688,0.6447503853550036,0.391891891891892,1.0366422772468957
420540,Florianópolis,SC,42,Santa Catarina,Sul,s,200000,0.847,1.0,0.03378378378378381,1.0337837837837838
150506,Novo Repartimento,PA,15,Pará,Norte,n,60732,0.537,0.300747613811525,0.7319819819819818,1.0327295957935068
410180,Araucária,PR,41,Paraná,Sul,n,151666,0.74,0.7573192346121597,0.27477477477477474,1.0320940093869344
420930,Lages,SC,42,Santa Catarina,Sul,n,164981,0.77,0.8241726792089051,0.20720720720720714,1.0313798864161123
150330,Igarapé-Miri,PA,15,Pará,Norte,n,64831,0.547,0.32132833250488285,0.7094594594594593,1.0307877919643422
241200,São Gonçalo Do Amarante,RN,24,Rio Grande do Norte,Nordeste,n,115838,0.661,0.5774299959330612,0.4527027027027026,1.0301326986357637
353800,Pindamonhangaba,SP,35,São Paulo,Sudeste,n,165428,0.773,0.8264170269171097,0.20045045045045037,1.0268674773675601
150030,Afuá,PA,15,Pará,Norte,n,37765,0.489,0.1854323256362751,0.8400900900900901,1.0255224157263652
261370,São Lourenço Da Mata,PE,26,Pernambuco,Nordeste,n,111243,0.653,0.554358904838653,0.47072072072072063,1.0250796255593737
150250,Chaves,PA,15,Pará,Norte,n,20757,0.453,0.10003665265832191,0.9211711711711711,1.021207823829493
351640,Franco Da Rocha,SP,35,São Paulo,Sudeste,n,144849,0.731,0.7230916768340137,0.29504504504504503,1.0181367218790587
260680,Igarassu,PE,26,Pernambuco,Nordeste,n,115196,0.665,0.5742065703655727,0.4436936936936936,1.0179002640592663
290720,Casa Nova,BA,29,Bahia,Nordeste,n,72085,0.57,0.3577500288702446,0.6576576576576577,1.0154076865279023
150040,Alenquer,PA,15,Pará,Norte,n,69377,0.564,0.34415339890644536,0.6711711711711713,1.0153245700776168
150550,Paragominas,PA,15,Pará,Norte,n,105538,0.645,0.5257146013144748,0.4887387387387387,1.0144533400532134
