"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012022";"155021";"HOSPITAL DAS CLINICAS DA UFMG";"9999";"Pregão - Registro de Preço";"23537030976202197";"Objeto: Pregão Eletrônico - O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição parcelada de medicamentos industrializados antimicrobianos, antiparasitários, antifúngicos e antiviróticos, padronizados na instituição, para garantir o controle e a prevenção das infecções relacionadas à assistência à saúde, no âmbito do Hospital das Clínicas da UFMG/Filial Ebserh.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"MG";"BELO HORIZONTE";"19/09/2022";"14/06/2022";"28026,1800"
"000012022";"155626";"COLEGIO PEDRO II - CAMPUS REALENGO I";"9999";"Pregão - Registro de Preço";"23784000122202245";"Objeto: Pregão Eletrônico - Aquisição de material de expediente, papelaria e material pedagógico.";"Publicado";"26000";"Ministério da Educação";"26201";"Colégio Pedro II";"RJ";"RIO DE JANEIRO";"05/09/2022";"15/08/2022";"24691,5000"
"000012022";"155891";"INST.FED.BAIANO / CAMPUS ALAGOINHAS";"5";"Pregão";"23807251044202230";"Objeto: Pregão Eletrônico - O objeto da presente licitação é da necessita da contratação dos serviços de apoio administrativo de cargos com atribuições que não constam no quadro de servidores visando atender as necessidades operacionais do Instituto Federal de Educação, Ciência e Tecnologia Baiano  Campus Alagoinhas, conforme TR e seus anexos do edital.";"Evento de Alteração Publicad";"26000";"Ministério da Educação";"26404";"Instituto Federal de Educação, Ciência e T";"BA";"ALAGOINHAS";"06/09/2022";"29/08/2022";"288291,6000"
"000012022";"155904";"HOSPITAL DAS CLINICAS DA UFG";"6";"Dispensa de Licitação";"23760014003202167";"Objeto: Consultar termo de referência (Aquisição de equipamentos com instalação de conjunto condensador e evaporador de 3 TR, trifásica de 380V, frequência de 60 Hz, incluindo sistema automatizado de alternação por horas trabalhadas entre sistema existente e sistema novo, para atuar com temperatura entre -30 ¿C e -20 ¿C, servindo uma câmara fria de congelamento já instalada no Laboratório Chagas do Hospital das Clínicas de Goiás)";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"GO";"GOIANIA";"20/09/2022";"06/01/2022";"36500,0000"
"000012022";"156655";"INST.FED.DE ALAGOAS/CAMPUS CORURIPE";"5";"Pregão";"23041 00133620214";"Objeto: Pregão Eletrônico - Contratação de empresa especializada em serviços de alimentação para fornecimento de refeição tipo lanches a estudantes beneficiados pelo Programa Nacional de Alimentação Escolar (PNAE) e exploração comercial da cantina para venda de lanches à comunidade do Ifal/Campus Coruripe.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26402";"Instituto Federal de Educação, Ciência e T";"AL";"CORURIPE";"29/09/2022";"28/09/2022";"328009,9900"
"000012022";"156956";"HOSPITAL UNIVERSITARIO DA UNIV. FED. DO AMAPA";"6";"Dispensa de Licitação";"23477011799202282";"Objeto: Aquisição de central de gases medicinais, com instalação, testes e operacionalização, para atender as necessidades do Hospital Universitário da Universidade Federal do Amapá (HU-Unifap).";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"AP";"MACAPA";"06/09/2022";"";"30000,0000"
"000012022";"158134";"INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE";"2";"Tomada de Preços";"23060001521202299";"Objeto: Readequação do Projeto de Segurança contra Incêndio e Pânico (PSCIP) e implantação do Sistema de Proteção contra Descargas Atmosféricas (SPDA) do campus Estância.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26423";"Instituto Federal de Educação, Ciência e T";"SE";"ARACAJU";"20/09/2022";"";"462601,8500"
"000012022";"158142";"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS";"2";"Tomada de Preços";"23443010865202294";"Objeto: O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação de obra de reforma e ampliação do refeitório do Campus Parintins, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Publicado";"26000";"Ministério da Educação";"26403";"Instituto Federal de Educação, Ciência e T";"AM";"MANAUS";"30/09/2022";"";"806670,6700"
"000012022";"158156";"INST.FED.DE EDUC.,CIENC.E TEC.DO ACRE";"7";"Inexigibilidade de Licitação";"23244006155202214";"Objeto: Contratação de empresa para o fornecimento parcelado de vale-transporte, por meio de recarga direta no cartão dos discentes do Instituto Federal de Educação, Ciência e Tecnologia do Acre - IFAC, Campi Rio Branco e Baixada do Sol";"Publicado";"26000";"Ministério da Educação";"26425";"Instituto Federal de Educação, Ciência e T";"AC";"RIO BRANCO";"22/09/2022";"";"175800,0000"
"000012022";"158277";"INST.FED.BAIANO/CAMPUS SANTA INES";"7";"Inexigibilidade de Licitação";"23332252949202251";"Objeto: Contratação de assinatura anual de acesso à ferramenta online de pesquisas de preços praticados pela Administração Pública.";"Publicado";"26000";"Ministério da Educação";"26404";"Instituto Federal de Educação, Ciência e T";"BA";"SANTA INES";"06/09/2022";"";"10865,0000"
"000012022";"158316";"CAMPUS JUAZEIRO DO NORTE/IFCE";"5";"Pregão";"23261002969202182";"Objeto: Pregão Eletrônico - Contratação de empresa especializada nos serviços de Almoxarife, Jardineiro, Eletricista, Auxiliar Operacional de Manutenção Predial, Auxiliar de Serviços Gerais e Limpador de Piscinas para o IFCE- campus Juazeiro do Norte.";"Publicado";"26000";"Ministério da Educação";"26405";"Instituto Federal de Educação, Ciência e T";"CE";"JUAZEIRO DO NORTE";"12/09/2022";"12/07/2022";"1024679,5200"
"000012022";"158372";"INST.FED.DO RN/CAMPUS SANTA CRUZ";"7";"Inexigibilidade de Licitação";"23138001051202212";"Objeto: Pagamento de taxa de inscrição em curso de capacitação.";"Encerrado";"26000";"Ministério da Educação";"26435";"Instituto Federal de Educação, Ciência e T";"RN";"SANTA CRUZ";"06/09/2022";"";"700,0000"
"000012022";"158488";"CAMPUS VOLTA REDONDA";"9999";"Pregão - Registro de Preço";"23274000122202162";"Objeto: Pregão Eletrônico - O presente processo tem por objeto a aquisição de materiais esportivos para atender as demandas da equipe de Educação Física, visando maior desempenho dos discentes, proporcionando qualidade de vida; e atender as necessidades do Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro (IFRJ).";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26433";"Instituto Federal de Educação, Ciência e T";"RJ";"VOLTA REDONDA";"23/09/2022";"12/09/2022";"15135,1200"
"000012022";"158510";"INST.FED.RORAIMA - CAMPUS AMAJARI";"7";"Inexigibilidade de Licitação";"23254.000176.2022";"Objeto: Contratação de empresa especializada em treinamentos, para ministrar curso de 'Gestão e Fiscalização de Contratos Administrativos' aos servidores do IFRR/CAM.";"Encerrado";"26000";"Ministério da Educação";"26437";"Instituto Federal de Educação, Ciência e T";"RR";"AMAJARI";"15/09/2022";"";"21800,0000"
"000012022";"158717";"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB";"7";"Inexigibilidade de Licitação";"23520000829202252";"Objeto: Inexigibilidade de Licitação para a contratação de reinstalação, manutenção corretiva e evolutiva e treinamento on-line do sistema PERGAMUM para o gerenciamento de materiais bibliográficos para a Universidade Federal do Oeste da Bahia";"Publicado";"26000";"Ministério da Educação";"26447";"Universidade Federal do Oeste da Bahia";"BA";"BARREIRAS";"14/09/2022";"";"20386,6800"
"000012022";"160012";"CENTRO DE INSTRUCAO DE GUERRA NA SELVA";"5";"Pregão";"64207000072202237";"Objeto: Pregão Eletrônico - Cessão Onerosa de Uso de uma área para funcionamento de mercado autônomo para atender as necessidades dos visitantes e militares do Zoológico do Centro de Instrução de Guerra na Selva - CIGS,";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"AM";"MANAUS";"01/09/2022";"01/09/2022";"0,00"
"000012022";"160017";"COMISSAO REGIONAL DE OBRAS/12";"2";"Tomada de Preços";"64333006110202139";"Objeto: Obra de Adequação dos Pavilhões Garagem e Serviços Gerais do Pelotão de Transporte e do Portão Principal da 17ª Bda Inf Sl, em Porto Velho RO.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"AM";"MANAUS";"22/09/2022";"";"611447,9100"
"000012022";"160020";"HOSPITAL MILITAR DE AREA DE MANAUS";"9999";"Pregão - Registro de Preço";"64581014854202103";"Objeto: Pregão Eletrônico - Aquisição de materiais de consumo (Dietas Enterais e Parentais) para atender as necessidades da Farmácia do Hospitalar do Hospital Militar de Área de Manaus  HMAM.";"Evento de Suspensão Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"AM";"MANAUS";"05/09/2022";"23/08/2022";"63580,0000"
"000012022";"160021";"PARQUE REGIONAL DE MANUTENCAO/12";"7";"Inexigibilidade de Licitação";"64625003015202289";"Objeto: Contratação de serviços postais, mediante adesão de pacotes oferecidos pelos CORREIOS, para atendimento das necessidades do Parque Regional de Manutenção/12.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"AM";"MANAUS";"19/09/2022";"";"2000,0000"
"000012022";"160051";"PARQUE REGIONAL DE MANUTENCAO/10";"7";"Inexigibilidade de Licitação";"64624003855202251";"Objeto: Aquisição de peças para manutenção de armamentos de fabricação BOITO.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CE";"FORTALEZA";"15/09/2022";"";"11026,9900"
"000012022";"160053";"11 GRUPO DE ARTILHARIA ANTIAEREA";"9999";"Pregão - Registro de Preço";"64541001393202258";"Objeto: Pregão Eletrônico - Registro de preços para futuras e eventuais aquisições de extintores de incêndio e mangueiras de hidrantes, para atender as necessidades do 11¿ Grupo de Artilharia Antiaérea e das Organizações Militares, do Sistema de Aquisições Regionais Centralizadas(ARCCO).";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"DF";"BRASILIA";"15/09/2022";"14/09/2022";"52745,0000"
"000012022";"160056";"2º CENTRO DE GEOINFORMACAO";"7";"Inexigibilidade de Licitação";"64201006795202208";"Objeto: Contratação Serviço de Capacitação de Pessoal Através da Realização de Curso FME Desktop Avançado para 05 (cinco) Militares.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"DF";"BRASILIA";"06/09/2022";"";"13750,0000"
"000012022";"160062";"CENTRO DE INTELIGENCIA DO EXERCITO";"7";"Inexigibilidade de Licitação";"64211009708202247";"Informação protegida por sigilo nos termos da legislação vigente";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"DF";"BRASILIA";"26/09/2022";"";"13200,0000"
"000012022";"160066";"COMISSAO REGIONAL DE OBRAS/11";"3";"Concorrência";"072022";"Objeto: Contratação de empresa para Obra de Construção das Unidades Residenciais Desordenadas da Pista de Combate à Localidade e do Muro de Contenção do Estande de Tiro do Complexo de Tiro do Comando de Operações Especiais em Goiânia/GO, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"DF";"BRASILIA";"13/09/2022";"";"2017025,4300"
"000012022";"160068";"DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT";"9999";"Pregão - Registro de Preço";"64445019963202254";"Objeto: Pregão Eletrônico - Aquisição de materiais institucionais para o atendimento das demandas do DECEx, DPHCEx, DETMil, DESMil, DEPA, MNM2GM, AHEx e CEPHiMEx.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"RIO DE JANEIRO";"15/09/2022";"15/09/2022";"13900,0000"
"000012022";"160074";"8º BATALHAO DE MANUTENCAO DE SELVA";"7";"Inexigibilidade de Licitação";"64622.008010/2022";"Objeto: Aquisição de peças para reposição da Pistola 9 M 975 (Bereta) existentes no Parque Regional de Manutenção/8 e nas demais Organizações Militares apoiadas no âmbito da 8ª Região Militar";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PA";"BELEM";"09/09/2022";"";"26499,7500"
