item_id,pergunta_id,tema,pergunta,codigo_pronunciamento,autor,data,partido,uf,resumo_oficial,trecho_texto_integral,url_texto_integral,julgamento_relevancia,observacoes
Q02-493223,Q02,Meio ambiente,Qual discurso alertou para aumento do desmatamento da Amazônia relacionado ao uso de recursos do Fundo Amazônia para regularização fundiária?,493223,Plínio Valério,2022-08-10,PSDB,AM,Posicionamento contrário à previsão sobre desertificação da Amazônia publicada pelo periódico norte-americano Nature Climate Change.,"O SR. PLÍNIO VALÉRIO (Bloco Parlamentar Juntos pelo Brasil/PSDB - AM. Para discursar.) – Presidente, Sra. Senadora, Srs. Senadores, a cada momento encontramos previsões catastrofistas a respeito da nossa Amazônia, e como amazônida, eu estou aqui sempre a falar da nossa realidade para aqueles hipócritas que não conhecem e fingem conhecer – divulgações como as que acabam de ser publicadas em um periódico norte-americano, o Nature Climate Change. Nesse texto, garante-se que a Amazônia se aproxima de uma virada irreversível, em que 50% de seu volume florestal está perto de virar uma grande savana, tudo devido a ações humanas que acabam por agravar potencialmente o problema do aquecimento global. Chega-se aí previsivelmente à afirmativa de que essa transição traria grande prejuízo à biodiversidade ao mudar completamente padrões meteorológicos regionais e acelerar de forma dramática as mudanças climáticas já nas próximas décadas. Não é exatamente uma novidade. A ideia de que a Amazônia estaria se transformando em um areal circula desde os anos 40 do século passado, numa tese conhecida como a ""desertificação da floresta"". Publicaram em um encontro de cientistas que a Amazônia, em 2010, se…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/493223,,
Q03-451426,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,451426,Eliziane Gama,2019-03-12,PPS,MA,Registro sobre a pequena participação da mulher na política brasileira em comparação com alguns países estrangeiros.,"A SRA. ELIZIANE GAMA (Bloco Parlamentar Senado Independente/PPS - MA. Para discursar.) – Senadora Leila, Presidente, eu queria cumprimentar mais uma vez o Senador Kajuru pela sua dedicação. Eu acho que a sua dedicação, o seu envolvimento, a sua luta, de forma muito emocional até em alguns momentos, foi fundamental e vital para que a gente tivesse a aprovação desta lei, neste dia, Senador Kajuru, que é a primeira sessão após o 8 de março, o Dia da Mulher, porque, infelizmente, como V. Exa. já colocou, em mais de 60% dos casos que nós temos aí registrados no Brasil, nós temos uma quantidade significativa também de mulheres. Eu acho que hoje, nesse dia, foi uma resposta deste Parlamento para o Brasil, na instituição dessa política nacional. Ao mesmo tempo também, eu gostaria de falar, Senadora Leila e todas as minhas colegas que estão aqui nesta mesa, que esta mesa é uma mesa importante, simbólica, mas nós temos do ponto de vista real apenas a Senadora Leila como membro da Mesa Diretora desta Casa, não é? E eu faço este registro, Senadora, porque, no Brasil, nós temos uma média internacional no Executivo de 20,7% de participação das mulheres. Aqui no Brasil, nós temos apenas 12%. O Br…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/451426,,
Q03-451492,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,451492,Rose de Freitas,2019-03-13,PODE,ES,Registro sobre a violência contra a mulher e solicitação ao Senado para que se posicione ativamente em defesa dos direitos do gênero feminino.,"…a. Parece que nós não temos nada a ver com isso. Temos! O que aconteceu lá é o prenúncio de outras coisas que podem acontecer se nós não estivemos alertas para essa questão das armas, que está sendo colocada aqui nesta Casa. Em relação à questão das mulheres, eu não posso nem relatar para V. Exa. o que aconteceu no Estado do Espírito Santo. V. Exa., que viu as imagens daquela mulher no Rio de Janeiro, não imagina o retrato que saiu de Dores do Rio Preto, de um pequeno povoado de Dores do Rio Preto, a violência absurda com que estamos convivendo. Eu acho, Sr. Presidente... Permita, Randolfe, que eu possa fazer essas considerações, e queria muito a atenção dos meus companheiros, principalmente do nosso Senador de Brasília. Olhem só: não há nada para a gente ver mais, presenciar mais, sofrer mais em relação à questão da violência contra a mulher. Não há mais nada! Mais nada! Não é o espancamento; não são os índices de feminicídio. Nós aprovamos aqui nesta Casa, Sr. Presidente, várias matérias, ano após ano, que nós consideramos que são conquistas das mulheres em relação a tudo: direitos etc. etc. Não estamos avançando! Não estamos avançando! Até neste momento, quando a gente pede a at…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/451492,,
Q03-451843,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,451843,JACEGUARA DANTAS DA SILVA PASSOS,2019-03-26,,,Sessão destinada à entrega do Diploma Bertha Lutz às agraciadas em sua 18ª Premiação.,"A SRA. JACEGUARA DANTAS DA SILVA PASSOS – Exmas. Sras. Senadoras componentes da bancada feminista, excelentíssimas senhoras homenageadas, senhor homenageado, demais autoridades, senhoras e senhores, faço uso da palavra na condição de contemplada com o Diploma Bertha Lutz 2019 concedido pelo Senado a 12 mulheres e um homem, o Ministro Carlos Ayres Britto, aqui presente, e 11 mulheres representadas, homenagem in memoriam, como a combativa e aguerrida Vereadora Marielle Franco, brutalmente assassinada, e a maior tenista brasileira de todos os tempos, Maria Ester Bueno: 24 pessoas de diversos Estados da Federação que se destacam na defesa dos direitos humanos das mulheres. O sentimento que me invade é de alegria e de gratidão. Alegria por essa premiação, que é extremamente significativa para todos. Bertha Lutz nos inspira hoje e sempre pelo seu pioneirismo na luta pelos direitos políticos femininos e pela igualdade entre homens e mulheres desde o ano de 1919. Embora alcançado o direito de voto em 1932, as bandeiras erguidas pela brilhante cientista ainda estão longe de serem concretizadas. Em 2019, nós, mulheres, lutamos pelo direito à vida em um país com índice de feminicídio alarmant…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/451843,,
Q03-451861,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,451861,MARIA GABRIELA PRADO MANSSUR,2019-03-26,,,Sessão destinada à entrega do Diploma Bertha Lutz às agraciadas em sua 18ª Premiação.,"A SRA. MARIA GABRIELA PRADO MANSSUR – Em respeito ao Ministro Carlos Ayres Britto, serei breve, mas não deixarei de me manifestar. Quero agradecer às Senadores da bancada feminina pela homenagem; à Senadora Mara Gabrilli, que é uma grande inspiradora para todas nós mulheres; às minhas colegas promotoras e procuradoras de justiça aqui presentes; e a todas as demais pessoas e autoridades. Como Promotora de Justiça há 16 anos, adquiri uma sensibilidade para sentir a dor da mulher que sofre violência. Eu me deparei com casos gravíssimos, que vão desde estupro de bebês, de crianças, até tortura de mulheres, feminicídios; e, recentemente, com o que foi, para mim, um dos maiores casos de abuso sexual da humanidade. Essas mulheres tiveram coragem, romperam o silêncio e bateram nas portas da Justiça, mas me pergunto: se 90% das mulheres vítimas de feminicídio não tinham sequer um boletim de ocorrência, onde estão essas mulheres que não acessam a saúde, a educação e o sistema de Justiça? Essas mulheres não são invisíveis. Então, hoje, o meu compromisso é que a minha voz chegue até a essas mulheres que ainda não foram enxergadas pela sociedade, pelos Poderes Legislativo, Executivo e Judiciári…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/451861,,
Q03-456474,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,456474,Rodrigo Pacheco,2019-08-07,DEM,MG,"Registro sobre a importância da proteção dos direitos da mulher, e defesa do Ministro da Justiça (MJ), Sergio Moro, por suas declarações, na mídia social, referentes à violência contra a mulher.","O SR. RODRIGO PACHECO (Bloco Parlamentar Vanguarda/DEM - MG. Pela ordem.) – É apenas também para ressaltar a importância desta pauta de proteção ao direito das mulheres. E, tendo ouvido o Senador Randolfe Rodrigues ao se referir ao Ministro da Justiça e Segurança Pública, Sergio Moro, ao que me parece do Twitter, Senador Randolfe, não me pareceu que tenha havido, por parte do Ministro, uma justificativa à violência contra a mulher, mas apenas uma referência à infeliz motivação que existe de parte de homens, que é uma motivação sem justificativa alguma, mas uma motivação que acaba por desaguar numa onda crescente de violência contra as mulheres no Brasil. Então, eu não antevi, com a devida vênia ao Senador Randolfe Rodrigues, qualquer má intenção do Ministro da Justiça de justificar violência doméstica ou violência à mulher, tão só a constatação do que é a motivação daqueles que, no final das contas, são covardes, que se consideram superiores e agem com violência em relação às mulheres para afirmar essa pseudossuperioridade. Pareceu-me que foi essa a intenção do Ministro da Justiça – espero que tenha sido essa a intenção do Ministro da Justiça. De qualquer forma, independentemente d…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/456474,,
Q03-462062,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,462062,PATRÍCIA ÓLIVER,2019-11-25,,,Sessão Especial destinada a comemorar o Dia Internacional da Não-Violência Contra a Mulher.,"A SRA. PATRÍCIA ÓLIVER (Para discursar.) – Boa tarde a todas e a todos. Gostaria de cumprimentar a Mesa Diretora e demais autoridades na pessoa do nosso querido anfitrião, Senador Izalci Lucas, e agradecer, Senador, por esta oportunidade que o senhor está nos dando hoje de fazer esta comemoração nesta Sessão Especial do Dia Internacional de Não Violência contra a Mulher. E dizer que o senhor é um homem sensível. Desde o primeiro momento em que o conheci, eu percebi a sua sensibilidade em relação às mulheres, e nós precisamos de homens como o senhor para estar ao nosso lado nessa luta, que não tem sido fácil, mas acreditamos que vamos conseguir chegar a um denominador comum. E gostaria de cumprimentar também todas as mulheres e demais convidados especiais, que lutam incansavelmente e voluntariamente pelo fim da violência contra a mulher, na pessoa da nossa querida Jane Klebia, uma mulher que também vem lutando contra a violência, uma mulher que carrega essa bandeira e tem nos representado. Muito obrigada, Jane. E a Ilana também, que é uma mulher, queridas, que talvez muitas de vocês não conheçam, mas que tem um trabalho excepcional em nosso favor. E ela trabalha muito; não é pouco, …",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/462062,,
Q03-462066,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,462066,ALEJANDRO ARIAS ZARZUELA,2019-11-25,,,Sessão Especial destinada a comemorar o Dia Internacional da Não-Violência Contra a Mulher.,"O SR. ALEJANDRO ARIAS ZARZUELA (Para discursar.) – Boa tarde a todas e a todos. Gostaria de, num primeiro momento, parabenizar o Senador Izalci Lucas pela iniciativa de realizar esta sessão especial para comemorar o Dia Internacional da Não Violência contra a Mulher, uma data que é inspirada num episódio muito triste da história da República Dominicana. Eu queria, através de V. Exa., também parabenizar a todos os Senadores que tiveram essa iniciativa. Gostaria também de cumprimentar a Mesa, neste momento: a Diretora-Geral do Senado Federal, Sra. Ilana Trombka, que nos acompanhou durante a sessão; a Presidente Nacional do Conselho de Mulheres Cristãs do Brasil, Sra. Patrícia Óliver; a Presidente fundadora do Instituto Mulheres Feminicídio Não, Sra. Lúcia Erineta; o Juiz e Coordenador do Núcleo Permanente Judiciário de Solução de Conflitos e Cidadania da Mulher em Situação de Violência Doméstica e Familiar do DF, o Sr. Ben-Hur, que nos acompanhou na sessão também; a representante do Ministério da Mulher, da Família e dos Direitos Humanos e Coordenadora-Geral do Programa Mulher, Viver sem Violência, Sra. Valéria Laval; e a Delegada-Chefe da 6ª Unidade Policial do Paranoá, Sra. Jane Kl…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/462066,,
Q03-472904,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,472904,Rose de Freitas,2020-12-02,PODEMOS,ES,"Comentário sobre o lançamento do livro ""Histórias do Amor Tóxico"", elaborado pela Procuradoria Especial da Mulher em parceria com o Observatório da Mulher contra a Violência","A SRA. ROSE DE FREITAS (PODEMOS - ES. Pela ordem.) – Sr. Presidente, Sras. e Srs. Senadores, eu queria comunicar que hoje foi feito o lançamento do livro Histórias do Amor Tóxico, vivido por muitas mulheres brasileiras. Esse é um título elaborado pela Procuradoria Especial da Mulher, em parceria com o Observatório da Mulher contra a Violência. Vale a pena ler o livro. Eu queria até conseguir, na Presidência da Casa, a oportunidade de distribui-lo entre os Parlamentares. Há os aspectos históricos, sociais e culturais. É um instrumento muito importante na luta que nós, todas as mulheres, travamos contra a violência. Quero dizer que estiveram presentes nessa sessão a Senadora Zenaide, também a Luiza Brunet, também Marcos Ruben, o Henrique, a Véronique Durand, a Ilana, enfim. É importante que a gente tenha conhecimento desse livro. É uma coletânea de histórias, de depoimentos muito importantes, e tenho certeza de que vai ser de grande ajuda para as mulheres se conscientizarem da importância que têm. São especialistas que escreveram contra a violência. O livro tem 15 capítulos interessantes e tem exatamente o objetivo de debater a violência contra as mulheres no Brasil. Por isso, eu que…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/472904,,
Q03-478776,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,478776,Zenaide Maia,2021-05-06,PROS,RN,"Comemoração do aniversário de funcionamento do Senado Federal e comentário sobre a primeira Senadora do Brasil, Princesa Isabel, seguida pela Senadora Eunice Michiles, do Amazonas. Agradecimento ao Presidente e aos demais Senadores pela destinação de cadeira para a participação feminina na reunião de Líderes.","A SRA. ZENAIDE MAIA (Bloco Parlamentar da Resistência Democrática/PROS - RN. Para discutir.) – Sr. Presidente, colegas Senadores, quero falar aqui sobre o aniversário do Senado, lembrando que a primeira Senadora foi a Princesa Isabel. Na época, quando a mulher completava 25 anos tinha uma cadeira no Senado. À nossa primeira Senadora se seguiu Eunice Michiles, do Amazonas. Faz 42 anos. Eu acho que Eunice Michiles não pensaria que, 42 anos depois, só houvesse 12 mulheres nessa representação do Senado Federal. Somos 12 mulheres, mas já aproveito para agradecer ao senhor e a todos os colegas que aceitaram a nossa presença na cadeira de Líderes. Isso é uma coisa muito importante para as mulheres brasileiras que estão nos assistindo. Reunião de Líderes em que se discute pauta tem que haver, no mínimo, uma mulher como Líder lá. Mas quero aqui parabenizar os Senadores Ciro Nogueira e Marcelo Castro, como Relator, por esse projeto, esse atendimento às mulheres vítimas de violência. Um teto para essas mulheres e sua família é uma coisa essencial. Não adianta dizer: ""Vamos tirar a mulher do convívio com o agressor"". Ela tem que ter o mínimo de condições, e uma casa para morar é uma coisa muit…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/478776,,
Q03-482398,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,482398,Rose de Freitas,2021-08-18,MDB,ES,"Discussão sobre o Projeto de Lei (PL) n° 1946, de 2019, que ""Altera a Lei nº 10.826, de 22 de dezembro de 2003, para estabelecer restrições à posse e ao porte de arma de fogo quando houver a prática de violência contra a mulher"". Tramita em conjunto com os Projetos de Lei nºs 1419 e 1866, de 2019.","A SRA. ROSE DE FREITAS (Bloco Parlamentar Unidos pelo Brasil/MDB - ES. Pela ordem. Por videoconferência.) – Sr. Presidente, antes de mais nada, todas as vezes em que vou falar sobre a questão da violência contra a mulher, evidentemente eu me lembro da odisseia que todas nós mulheres percorremos na luta contra a violência doméstica, contra o indigno tratamento de discriminação de que as mulheres são acometidas diariamente. Eu ficaria hoje me lembrando não só do trabalho da Leila, mas também da posição do Senador Jayme Campos e do meu Líder Eduardo Braga, e dizendo: quantas leis nós teremos que construir ainda para poder cercar, vigiando essa violência doméstica e mostrando que o Brasil frequenta índices horríveis, Presidente? Sorte nossa que temos um Presidente, desta vez, e mais uma vez, altruísta na questão da luta das mulheres. Eu quero lembrar a V. Exa. uma das conversas que nós tivemos, primordialmente quando tratamos da sua eleição, que foi a questão do marco legal da violência contra a mulher. Eu tive o prazer de debruçar-me sobre todos os projetos que há nesta Casa. Precisamos construir um instrumento, juntando todos eles, que seja tão forte que possamos dizer que, dessa vez…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/482398,,
Q03-484251,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,484251,Rose de Freitas,2021-10-13,MDB,ES,"Discussão sobre o Projeto de Lei (PL) n° 4194, de 2019, que ""Altera o Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal e o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para dispor sobre Violência Doméstica e Familiar"".","A SRA. ROSE DE FREITAS (Bloco Parlamentar Unidos pelo Brasil/MDB - ES. Para discutir. Por videoconferência.) – Sr. Presidente, normalmente o senhor é muito gentil. E, quando a matéria é realmente uma discussão sobre mulheres, sobretudo pelo que as mulheres ainda vivem em pleno século XXI, V. Exa. tem uma especial atenção. O que eu queria dizer era exatamente isto: nós temos tomado todas as iniciativas possíveis e imagináveis para que possamos avançar na rede de proteção às mulheres, para que elas se sintam mais protegidas; para que elas possam se sentir amparadas pelas leis, pelo movimento das mulheres, pelas instituições; e para que vejam no Congresso Nacional as mãos estendidas para que acabemos de vez com essa questão da violência. E, Sr. Presidente, eu não sou uma pessoa de me sentir frustrada nem desanimada, mas toda essa intuição, toda essa iniciativa que tem o Senador Jorge Kajuru ainda não conseguem preservar a integridade física e moral das mulheres em relação a toda essa violência física e psicológica. As mulheres continuam vítimas injustificavelmente dessa violência, dessa cultura violenta que assola o Brasil ponta a ponta, em qualquer lugar. Todo dia é uma notícia nova.…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/484251,,
Q03-484797,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,484797,Jayme Campos,2021-10-27,DEM,MT,"Orientação à bancada, pelo Partido DEM, sobre o Projeto de Lei (PL) n° 123, de 2019, que ""Altera a Lei nº 13.756, de 12 de dezembro de 2018, para destinar recursos do Fundo Nacional de Segurança Pública (FNSP) para ações de enfrentamento da violência contra a mulher"".","…a do projeto, a Renata Abreu, e, de forma toda especial, a nossa querida amiga Leila Barros, porque esse projeto, com certeza, é de extrema importância, na medida em que está destinando 5% dos recursos do Fundo de Segurança Nacional para o combate à violência contra a mulher. A proposição também determina que as ações previstas na Lei Maria da Penha para o enfrentamento da violência contra a mulher poderão ser custeadas com recursos do FNSP. Segundo o Ministério da Mulher, da Família e dos Direitos Humanos, Sr. Presidente, apenas em 2020 foram registradas 105 mil denúncias de violências contra a mulher, sendo que 72% dos casos são de violência doméstica. Portanto, esse quadro se agrava e demonstra a necessidade de ações mais enérgicas e de novas alternativas para combater a violência contra a mulher, de maneira que eu cumprimento a autora e a Relatora, e o DEM encaminha ""sim"". Amigo Senador Omar, muito obrigado por V. Exa. me permitir fazer o encaminhamento aqui fazer o encaminhamento antes da sua fala. Muito obrigado.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/484797,,
Q03-487984,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,487984,Leila Barros,2021-11-25,CIDADANIA,DF,Abertura da Sessão Solene destinada à promoção do Dia Internacional pela Eliminação da Violência contra a Mulher.,"ABERTURA DA SESSÃO A SRA. PRESIDENTE (Leila Barros. CIDADANIA - DF) - Declaro aberta a Sessão Solene do Congresso Nacional destinada à promoção do Dia Internacional pela Eliminação da Violência contra a Mulher. HOMENAGEM A SRA. PRESIDENTE (Leila Barros. CIDADANIA - DF) - A presente sessão foi convocada pelo Presidente do Congresso Nacional, em atendimento ao requerimento de minha autoria, da Senadora Simone Tebet, da Deputada Tereza Nelma e da Deputada Celina Leão. A Presidência informa que esta sessão contará com a participação das seguintes convidadas: Senadora Simone Tebet, Líder da Bancada Feminina do Senado Federal; Deputada Tereza Nelma, Procuradora da Mulher da Câmara dos Deputados; Deputada Celina Leão, Coordenadora-Geral da Bancada Feminina da Câmara dos Deputados; Sra. Ana Carolina Querino, Gerente de Programas da ONU Mulheres Brasil; Dra. Josefina Serra dos Santos, Advogada, Conselheira Seccional e Diretora de Igualdade Racial e Social da OAB/DF, Ativista Social e Membro do Movimento Negro Unificado -- MNU e da Rede de Advogadas e Advogados Populares; Dra. Amini Haddad Campos, Juíza do Tribunal de Justiça de Mato Grosso, Coordenadora do Núcleo de Estudos Científicos sobr…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/487984,,
Q03-487986,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,487986,Tereza Nelma,2021-11-25,PSDB,AL,Sessão Solene destinada à promoção do Dia Internacional pela Eliminação da Violência contra a Mulher.,"A SRA. TEREZA NELMA (PSDB - AL. Para discursar. Sem revisão da oradora.) - Bom dia a todas. Bom dia, Sr. Senador Wellington Fagundes, que está presente neste evento. Quero cumprimentar a Senadora Simone Tebet, Líder da bancada feminina do Senado Federal, e a Deputada Celina Leão, que ainda não pôde chegar até aqui. Entendo que há compromissos e aproveito para pedir desculpas a todas e a todos, porque eu estava em outra audiência, na Comissão dos Direitos da Pessoa Idosa, discutindo projetos de lei para as pessoas idosas do nosso País. Cumprimento a Ana Carolina Querino, Gerente de Programas da ONU Mulheres no Brasil. Nós precisamos nos sentar mais vezes com a nossa Procuradora Senadora Leila, porque são muitos os nossos anseios, e há vontade de nos unirmos para fazermos um diferencial, saindo do discurso e indo para a prática, porque nós temos um grande número de leis, mas precisamos instrumentalizar os órgãos, os parceiros, para diminuirmos essa violência que é tão grande no nosso País. Quero cumprimentar a Dra. Josefina Serra dos Santos, Advogada, Conselheira Seccional e Diretora de Igualdade Racial e Social da OAB do Distrito Federal, ativista social e membro do Movimento Negro …",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/487986,,
Q03-488656,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,488656,Erika Kokay,2022-03-08,PT,DF,Sessão Solene destinada a comemorar o Dia Internacional da Mulher.,"A SRA. ERIKA KOKAY (Bloco/PT - DF. Para discursar. Sem revisão da oradora.) – Dia 8 de março, nós lembramos a luta das mulheres nova-iorquinas para que nós tivéssemos direito ao nosso próprio tempo, que o nosso tempo não fosse arrancado de nós mesmas e fosse decidido a partir do dono da própria fábrica, momento em que 85% das pessoas que trabalhavam nas fábricas eram crianças e mulheres; portanto, uma luta para que nós possamos ser donas do nosso querer, do nosso sentir, do nosso agir, do nosso pensar, para que os nossos corpos sejam nossos corpos. Homens, quando nascem, nascem com seus corpos lhes pertencendo, e nós mulheres lutamos todos os dias para que os nossos corpos sejam os nossos corpos. E vivenciamos neste momento tantas violências. Algumas das violências eram tão naturalizadas que não eram encaradas enquanto violência: a violência obstétrica; a violência que não deixa marca na pele, mas que deixa profunda marca na alma; a violência política de gênero, essa que enfrentamos não apenas quando enfrentamos a sub-representação política das mulheres no Parlamento, onde nós temos um índice de participação das mulheres muito semelhante ao índice de países onde as mulheres usam bu…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/488656,,
Q03-488657,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,488657,Adriana Ventura,2022-03-08,NOVO,SP,Sessão Solene destinada a comemorar o Dia Internacional da Mulher.,"A SRA. ADRIANA VENTURA (Bloco/NOVO - SP. Para discursar. Sem revisão da oradora.) – Obrigada, Presidente. Quero cumprimentar aqui todas as mulheres que estão neste recinto e todas as que ouvem no Brasil; a Sra. Presidente, nossa Senadora querida. Hoje é um dia em que homenageamos as mulheres. Então, é uma bela... É um dia em que paramos, realmente, para valorizar a mulher, para pensar nas dificuldades que ela enfrenta. E, se perguntarem para mim o que eu gostaria de pedir neste Dia Internacional das Mulheres, eu diria: eu quero mais conquistas, conquistas reais; eu quero mais espaços conquistados, eu quero mais mulheres participando da direção das empresas, da direção dos países, da política. Já falaram muito da representatividade muito, muito baixa das mulheres nos parlamentos – aqui, no Congresso Nacional, 15%. É muito pouco. Mesmo sendo 15%, fazemos muita diferença, mas precisamos de mais. Eu sou professora de empreendedorismo, e, quando a gente fala em empreendedorismo, pensando que temos 50 milhões de empreendedores no Brasil, 30% são mulheres. Pensando como mãe, na minha família, nós temos que mais da metade dos lares do Brasil são chefiados por mulheres. E eu pergunto: por q…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/488657,,
Q03-488658,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,488658,Dra. Soraya Manato,2022-03-08,UNIÃO,ES,Sessão Solene destinada a comemorar o Dia Internacional da Mulher.,"A SRA. DRA. SORAYA MANATO (UNIÃO - ES. Para discursar. Sem revisão da oradora.) – Boa tarde! Boa tarde a todas. Eu queria cumprimentar a nossa Presidente, a Senadora Eliziane Gama e, na pessoa dela, cumprimentar todas as Parlamentares e todos os homens presentes nesta sessão. Há homens Parlamentares também. Sra. Presidente, Sras. Parlamentares, eu sou do Estado do Espírito Santo, que é um Estado conhecidamente muito violento em relação às mulheres. Já ocupamos o primeiro lugar no Brasil em termos de violência e hoje estamos numa posição de sexto lugar. É uma posição muito ruim, mas já evoluímos, graças ao trabalho de uma juíza muito importante no meu Estado, que é a Juíza Hermínia Azoury, que faz um trabalho muito importante nesse sentido. Sras. Parlamentares, nós mulheres, hoje, neste dia 8 de março, não temos um dia para comemorarmos, já que a primeira manifestação de que se tem história no mundo, para melhores condições de vida e trabalho foi em 1907. Portanto, já há mais de cem anos que as mulheres lutam por respeito, por mais condição de vida, de trabalho, igualdade de salários, igualdade a crédito. E hoje ainda eu digo que nós estamos engatinhando. Infelizmente, essa é a noss…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/488658,,
Q03-488703,Q03,Direitos das mulheres,Qual pronunciamento solicitou que o Senado se posicionasse ativamente contra a violência à mulher e em defesa dos direitos femininos?,488703,Paulo Paim,2022-03-08,PT,RS,"Considerações sobre o Dia Internacional da Mulher, a importância da Bancada Feminina do Senado Federal e os espaços de poder ocupados por servidoras da Casa. Apelo à Câmara dos Deputados para que delibere sobre o Projeto de Lei da Câmara nº 130. de 2011, que visa combater a diferença de remuneração verificada entre homens e mulheres no Brasil.","O SR. PAULO PAIM (Bloco Parlamentar da Resistência Democrática/PT - RS. Para discursar. Por videoconferência.) – Boa tarde, Presidente Rodrigo Pacheco, Senadores e Senadoras. Na mesma linha de V. Exa., não há como não falar hoje do Dia Internacional da Mulher. Minha saudação à Bancada Feminina desta Casa. Cito, como V. Exa. citou também, a primeira Líder, a Senadora Simone Tebet, e a atual Líder, a Senadora Eliziane Gama. O trabalho da Bancada Feminina é exemplar na defesa das causas das mulheres por igualdade, por respeito, combatendo a discriminação e os preconceitos. Destaco também, Presidente, a Diretora-Geral do Senado, mantida por V. Exa., Ilana Trombka. Ilana Trombka é uma diretora que tem mostrado muita competência. Destaco também Vilma da Conceição Pinto, primeira mulher negra a ocupar o cargo de diretora da Instituição Fiscal Independente. São as mulheres ocupando os lugares que são delas. Presidente, o PL 130 – quero mais uma vez falar sobre ele – combate a desigualdade salarial entre homens e mulheres. A mesma função, a mesma atividade, o mesmo salário – uma reparação histórica! O PL 130, o Senado e a Câmara aprovaram essa proposta, as duas Casas, mas, infelizmente, o E…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/488703,,
